Q93553	A0A087WNU1
G5EF06	Q91ZX6
P32085	Q91ZX7
Q8MQ51	Q91ZZ3
O61816	Q91ZZ5
Q17532	Q920A5
Q23320	Q920A7
O62305	Q920B9
H2KZK4	Q920E3
Q17558	Q920E5
P32740	Q920F6
Q09559	Q920G8
O01853	Q920G9
Q23571	Q920I9
Q9TZG2	Q920L1
Q9XX03	Q920M7
Q8IU06	Q920N7
Q17568	Q920P3
Q18966	Q920P5
O61710	Q920Q2
Q8MQ99	Q920Q4
A0A061AE46	Q920Q6
O17286	Q920Q8
Q22260	Q920R0
O62256	Q921C3
O01563	Q921C5
Q69Z08	Q921D4
P90916	Q921E6
Q21777	Q921F2
Q9N584	Q921F4
P34213	Q921G6
O44579	Q921G7
Q18090	Q921G8
Q95XX1	Q921H8
O61766	Q921H9
Q7K714	Q921I1
Q23663	Q921I6
Q8MNU8	Q921I9
Q3Y407	Q921J2
Q17792	Q921L3
Q10453	Q921L5
Q20779	Q921M3
Q18534	Q921M4
Q5DX34	Q921M7
Q20037	Q921N6
Q9XXS2	Q921N7
Q2PJ97	Q921Q3
O02039	Q921Q7
Q9N3F3	Q921S7
O45610	Q921T2
Q9U3J8	Q921U8
A0A168HA43	Q921V5
P34640	Q921V7
Q09630	Q921W0
Q20523	Q921X6
G5EBU8	Q921X9
Q95XY4	Q921Y0
P41934	Q921Y2
G5EFC1	Q921Z5
Q0G828	Q922B1
H2KYV3	Q922B2
P91153	Q922B6
Q9GYR2	Q922D4
P41994	Q922D8
O45006	Q922E4
Q18302	Q922E6
Q19057	Q922F4
Q0PDJ7	Q922H1
H2L0A8	Q922H2
Q9U2F3	Q922H4
O44510	Q922H9
G5EFK4	Q922J3
P41843	Q922J9
Q23256	Q922K7
Q19986	Q922L6
H2L073	Q922M3
Q965Q8	Q922M5
Q18919	Q922P9
Q9NL29	Q922Q2
Q965N8	Q922Q4
G5EE41	Q922Q8
D3YT44	Q922Q9
Q8MQ17	Q922S4
V6CJY2	Q922S8
Q9N599	Q922U1
Q20223	Q922U2
O01960	Q922V4
O18152	Q922W5
Q9N5Z3	Q922Y0
G5EC35	Q922Y1
O62519	Q922Y2
A0A5S9MNU9	Q923A2
G5EFI4	Q923B1
N1NVC2	Q923B3
A5Z2V0	Q923D4
Q23162	Q923D5
A0A1X7RBR0	Q923E4
A0A1D3PD01	Q923G2
G5EFG0	Q923J1
Q22835	Q923Q2
P46873	Q923S6
Q19371	Q923T9
Q22117	Q923U0
Q22559	Q923X1
Q19421	Q923X4
Q19774	Q924A0
O17470	Q924A2
Q9N5D3	Q924C1
Q9BL29	Q924C6
Q965T4	Q924D0
C1P659	Q924H2
Q23182	Q924H5
Q95XT5	Q924K8
Q9N2V5	Q924L1
A0A3P6N6A5	Q924S7
Q9N4J8	Q924T2
O17772	Q924T7
Q9N3T6	Q924W5
P34424	Q924W6
P54244	Q924W7
Q22875	Q924W9
Q23192	Q924X2
G5EGS3	Q924X6
O17268	Q924Y0
Q10666	Q924Z4
Q7JMT5	Q925B0
D9PTP3	Q925E0
O45830	Q925E1
P34303	Q925E7
G5EGG4	Q925F3
Q9XVY7	Q925F4
Q9N4K2	Q925H1
Q9NEL2	Q925I1
P41958	Q925J9
O16298	Q925N0
P91002	Q925Q3
O18170	Q925T4
O01393	Q925T6
Q93329	Q925U4
O45436	Q93092
O17849	Q96DY5
Q966I8	Q99020
O44820	Q99104
Q2PJ77	Q99246
Q95QR7	Q99J08
Q8ITZ1	Q99J09
A0A8S4QCL7	Q99J27
Q95Y28	Q99J31
Q9XYX7	Q99J36
O45943	Q99J45
O01777	Q99J47
Q10574	Q99J56
A9UJN7	Q99J62
H2FLL8	Q99J72
Q22070	Q99J77
Q23045	Q99J83
P37209	Q99J85
E3W739	Q99J93
Q21302	Q99J95
G5EG02	Q99J99
A0A168H1X0	Q99JB2
Q9XTF3	Q99JB6
Q19764	Q99JB8
Q9XXI0	Q99JF5
Q9TVY6	Q99JF8
Q20022	Q99JG7
O16887	Q99JH8
P90921	Q99JI4
Q9BMN8	Q99JI6
Q09236	Q99JP6
Q21073	Q99JR1
F5GUF4	Q99JR5
Q9GZI0	Q99JR6
D3YT31	Q99JR8
O01635	Q99JT1
H1UBJ9	Q99JT2
O17582	Q99JT6
O44471	Q99JU7
V6CL97	Q99JW4
F5GU78	Q99JX1
A8XQ35	Q99JX3
P91398	Q99JX4
Q9XZI6	Q99JX7
P45971	Q99JY0
Q9N2U6	Q99JY1
Q7YX52	Q99JY8
P41830	Q99JY9
Q95XZ1	Q99JZ0
O16783	Q99K01
Q95XC4	Q99K10
O44737	Q99K28
Q8IAA6	Q99K30
G5EBY8	Q99K43
Q18056	Q99K48
O01541	Q99K51
Q22621	Q99K70
A0A2I2LG32	Q99K74
Q5WRR6	Q99K82
O76367	Q99K85
G5EF01	Q99K90
Q93762	Q99K95
Q9TZK3	Q99KB8
A0A0K3ASN4	Q99KC8
H2KYI2	Q99KD5
O01914	Q99KE1
P91124	Q99KE3
A0A131MBV3	Q99KE8
G5EBG3	Q99KF0
Q93759	Q99KF1
Q21735	Q99KH8
Q9TZ58	Q99KI0
O17889	Q99KI3
Q94407	Q99KJ0
Q18339	Q99KJ5
G5EE48	Q99KJ8
A0A168H505	Q99KK2
Q8I4H7	Q99KK7
Q21194	Q99KN2
Q9NAG2	Q99KN9
Q20237	Q99KP6
Q19088	Q99KQ4
A0A7I9BCB0	Q99KR7
Q17695	Q99KV1
G5EDM5	Q99KW3
Q18921	Q99KX1
O18180	Q99KY4
Q8MQ52	Q99L00
Q9XV58	Q99L02
O02040	Q99L04
Q95QI7	Q99L13
O44803	Q99L27
P34478	Q99L43
Q22826	Q99L45
O01861	Q99L47
O45901	Q99L85
P34666	Q99L88
Q23425	Q99L90
O01916	Q99LB0
Q09622	Q99LB2
Q21484	Q99LB6
Q95XU6	Q99LC2
Q18231	Q99LC3
Q09477	Q99LC5
Q10030	Q99LC8
B9WRU1	Q99LD8
Q7YTJ3	Q99LD9
Q93899	Q99LE6
P91918	Q99LF4
P34437	Q99LG0
Q09582	Q99LG2
O17798	Q99LG4
Q9BKZ8	Q99LH1
Q21035	Q99LI2
Q95ZQ4	Q99LI5
O16519	Q99LI8
A0A3P6P940	Q99LJ2
Q5TKA3	Q99LL3
Q95XR0	Q99LL5
Q18437	Q99LN9
Q9TYS1	Q99LP6
P34888	Q99LS3
G5EE46	Q99LT0
Q9NA32	Q99LU0
O45334	Q99LW6
P34339	Q99LX0
Q9U241	Q99LY9
Q2EEM6	Q99M01
G5EGP8	Q99M28
A5JYY2	Q99M51
G5EEK8	Q99M71
Q22017	Q99M73
Q23458	Q99M74
Q22620	Q99M87
Q9XUE8	Q99M96
Q21899	Q99MB1
Q95YD2	Q99MD8
G5EFH8	Q99MD9
O18000	Q99ME2
Q09514	Q99ME6
Q09464	Q99ME7
Q20970	Q99ME9
P90904	Q99MI1
P90920	Q99MI6
O45667	Q99MJ6
Q8WQB4	Q99MJ9
G5EF15	Q99MK8
O17054	Q99MK9
O02074	Q99ML0
O16463	Q99ML1
Q22516	Q99ML9
Q9N425	Q99MN1
Q20631	Q99MN9
Q21827	Q99MP8
G5EFK9	Q99MR1
Q22135	Q99MR6
Q95QN2	Q99MR8
Q18625	Q99MR9
O62122	Q99MS7
P34415	Q99MU3
Q27218	Q99MV1
O01847	Q99MV2
Q9XWV6	Q99MV5
G5EF05	Q99MV7
O76384	Q99MX1
A0A4V0ILP0	Q99MY8
Q23280	Q99MZ7
G5ECR6	Q99N13
Q23482	Q99N16
Q19470	Q99N28
Q86D10	Q99N32
O62124	Q99N50
Q17979	Q99N57
Q18786	Q99N69
P34428	Q99N84
Q5FC64	Q99N85
G5EDK5	Q99N87
G5EEA8	Q99N91
Q21229	Q99N92
Q93348	Q99N93
Q9XVR8	Q99N94
P46580	Q99N95
P91495	Q99N96
Q19013	Q99NA2
Q9XTZ2	Q99NA9
Q20660	Q99NB8
Q21633	Q99NB9
Q18159	Q99NE5
Q21427	Q99NE9
P34429	Q99NH0
A0A8S4Q9N7	Q99NH2
Q95YE9	Q99P25
O01254	Q99P31
Q17802	Q99P72
O61771	Q99P88
Q93349	Q99PE2
Q21500	Q99PE9
Q21380	Q99PF4
O45489	Q99PG2
Q17678	Q99PI4
Q9N5S9	Q99PI5
G5EC56	Q99PI8
H2KYB0	Q99PJ0
Q22313	Q99PJ1
O44652	Q99PJ2
G5EGU9	Q99PL5
G5EG53	Q99PL6
Q10902	Q99PM3
Q9XWN3	Q99PP2
K8FE10	Q99PP7
Q21811	Q99PQ2
B1V8A0	Q99PR8
Q9TYV5	Q99PT1
Q9N5E3	Q99PU5
Q17949	Q99PU7
Q9NA92	Q99PU8
O17759	Q99PV0
O01925	Q99PV5
Q21605	Q99PV8
O17829	Q99PW8
A0A8S5IA68	Q9CPN7
Q09537	Q9CPN8
O01329	Q9CPN9
Q2A949	Q9CPP0
Q9BL81	Q9CPP6
Q19339	Q9CPQ1
P91126	Q9CPQ3
Q21301	Q9CPQ5
Q19698	Q9CPQ8
Q20585	Q9CPR4
Q18512	Q9CPR5
O76383	Q9CPT4
P34453	Q9CPT5
G5ED80	Q9CPU0
Q9XWB4	Q9CPU4
Q21443	Q9CPU7
Q966K5	Q9CPU9
O62301	Q9CPV1
O61910	Q9CPV4
Q22669	Q9CPV7
Q20049	Q9CPW0
O17253	Q9CPW3
Q09541	Q9CPW4
Q9TZ87	Q9CPW7
O17892	Q9CPX6
Q18317	Q9CPX7
Q21065	Q9CPY3
Q93615	Q9CPY7
Q20488	Q9CPZ6
Q19820	Q9CPZ8
Q17784	Q9CQ02
P91302	Q9CQ10
Q17757	Q9CQ13
Q9U1R5	Q9CQ18
Q18598	Q9CQ19
P34338	Q9CQ20
Q8MNV1	Q9CQ21
Q9GYR5	Q9CQ22
Q95XN1	Q9CQ25
Q0G825	Q9CQ26
O45097	Q9CQ33
G5EEW9	Q9CQ39
Q17335	Q9CQ40
U4PBR7	Q9CQ43
Q10129	Q9CQ48
Q93511	Q9CQ49
O17214	Q9CQ54
Q22794	Q9CQ62
C0HLB4	Q9CQ65
Q94046	Q9CQ69
Q20577	Q9CQ71
Q21755	Q9CQ73
Q23588	Q9CQ75
Q21167	Q9CQ79
H2KYK9	Q9CQ80
O62220	Q9CQ89
Q21929	Q9CQ91
Q22747	Q9CQ92
P34524	Q9CQA1
Q9GZH5	Q9CQA3
Q09165	Q9CQA5
A0A2K5ATW7	Q9CQA6
Q20430	Q9CQA9
Q93341	Q9CQB5
Q9XUB3	Q9CQC6
Q86GU3	Q9CQC7
P34349	Q9CQC8
Q22508	Q9CQC9
Q20398	Q9CQD1
Q19963	Q9CQD4
Q09390	Q9CQE0
G5EDW1	Q9CQE1
A0A3P6PCW4	Q9CQE3
Q9N5N9	Q9CQE5
Q18515	Q9CQE6
O01917	Q9CQE7
Q18221	Q9CQE9
Q9N4M4	Q9CQF0
Q22805	Q9CQF3
P34586	Q9CQF6
Q965M2	Q9CQF9
P34567	Q9CQG6
G5EF63	Q9CQH0
Q17361	Q9CQH3
Q9XW49	Q9CQH7
Q9N501	Q9CQI3
G5ED14	Q9CQI6
Q17940	Q9CQI7
O02151	Q9CQI9
Q9NEW7	Q9CQJ2
C6KRJ8	Q9CQJ4
P34669	Q9CQJ6
H2KZS3	Q9CQJ8
Q9U2D5	Q9CQK7
Q21993	Q9CQL5
P91189	Q9CQL7
Q23170	Q9CQM5
P34280	Q9CQM9
P40614	Q9CQN1
G5ECW0	Q9CQN7
O02220	Q9CQP0
Q93622	Q9CQP2
Q17763	Q9CQQ7
O62349	Q9CQQ8
P52814	Q9CQR2
Q18945	Q9CQR4
G5EBH1	Q9CQR5
G5EFG4	Q9CQR6
Q8WQH2	Q9CQS2
Q20682	Q9CQS3
Q20166	Q9CQS5
Q1ZXU6	Q9CQS8
O76620	Q9CQT1
Q8WQE8	Q9CQT5
Q10123	Q9CQU0
O16649	Q9CQU3
Q95Y26	Q9CQU5
Q9NAJ7	Q9CQV5
O01576	Q9CQV6
P91820	Q9CQV8
A0A0M7RFF2	Q9CQW0
O44412	Q9CQW1
Q21086	Q9CQW2
A0A486WXA9	Q9CQW9
Q9BJK5	Q9CQX2
Q9XX15	Q9CQX8
O01489	Q9CQY1
A8WHT6	Q9CQY2
Q9N3C8	Q9CQY5
Q9N3P1	Q9CQY6
Q9XU56	Q9CQZ1
Q09289	Q9CQZ5
Q93353	Q9CQZ6
G5EBR7	Q9CQZ7
Q9NA51	Q9CR00
Q9U2V1	Q9CR02
Q19672	Q9CR09
O17608	Q9CR11
H2L0J7	Q9CR14
Q5R3S7	Q9CR16
Q19087	Q9CR21
G5EC87	Q9CR26
G5ECC5	Q9CR29
A7WK43	Q9CR39
W6SBJ9	Q9CR41
Q19075	Q9CR42
Q09301	Q9CR46
Q20177	Q9CR50
P34580	Q9CR51
Q9N3X2	Q9CR57
Q8MQ13	Q9CR59
Q9U2H7	Q9CR60
Q20058	Q9CR61
Q9BKU4	Q9CR62
Q94057	Q9CR67
Q9BL33	Q9CR68
Q9N2K7	Q9CR70
J7SEY5	Q9CR78
Q400L6	Q9CR81
Q21269	Q9CR89
G5ED37	Q9CR95
Q21813	Q9CR98
Q21588	Q9CRA4
O17685	Q9CRA5
Q20966	Q9CRA7
F0IWS6	Q9CRA8
Q7YWS9	Q9CRA9
D6RYD3	Q9CRB2
Q18983	Q9CRB9
P91551	Q9CRC0
O01971	Q9CRC8
A0A486WVA9	Q9CRD0
Q9TZL9	Q9CRD2
Q17761	Q9CS00
Q09417	Q9CS42
Q20815	Q9CS84
Q86PJ5	Q9CSB4
Q21732	Q9CSH3
P52715	Q9CSN1
O01513	Q9CSU0
P91400	Q9CT10
Q8WQG5	Q9CTN4
Q9XTS1	Q9CTN5
P34394	Q9CTY5
Q19262	Q9CU62
O44490	Q9CU65
O62328	Q9CUG6
V6CLH9	Q9CUL5
Q23195	Q9CUN6
Q03345	Q9CUU3
Q22664	Q9CUX1
Q02328	Q9CVB6
Q95ZM2	Q9CVD2
B2FDA8	Q9CW03
P91455	Q9CW46
Q22968	Q9CW79
Q4PIX1	Q9CWE0
P34277	Q9CWE6
Q19311	Q9CWF2
P91835	Q9CWF6
Q9XW77	Q9CWG9
Q94055	Q9CWH5
Q9UAU7	Q9CWH6
Q19862	Q9CWI3
Q9U2K8	Q9CWJ9
Q19766	Q9CWK8
G5ECH7	Q9CWL2
Q93560	Q9CWL8
Q09443	Q9CWM4
P46551	Q9CWN7
Q9XUM1	Q9CWR0
D3NQB9	Q9CWR8
P90911	Q9CWS0
Q17872	Q9CWU2
E1B6Q6	Q9CWU5
O44922	Q9CWU6
Q95XL0	Q9CWV0
H2KZ24	Q9CWW7
G5ECK5	Q9CWX2
Q9N4T2	Q9CWX4
Q19496	Q9CWX9
P41882	Q9CWY8
O62146	Q9CWZ3
O44949	Q9CWZ7
G5EFJ4	Q9CX00
A4UVJ7	Q9CX13
Q18539	Q9CX30
Q9N362	Q9CX34
Q45FX5	Q9CX56
Q9XUY1	Q9CX66
O62254	Q9CX80
Q21127	Q9CX86
Q9N3F4	Q9CX98
O17859	Q9CXD6
G5EC10	Q9CXE0
Q22812	Q9CXE2
Q09635	Q9CXE6
Q23296	Q9CXE7
O02300	Q9CXF0
Q93871	Q9CXF4
Q94257	Q9CXG3
H2L279	Q9CXH7
G5ECT8	Q9CXI5
Q18984	Q9CXK8
G5EDS9	Q9CXK9
Q9XXT8	Q9CXN7
Q9XW53	Q9CXR1
Q19788	Q9CXS4
A0A3P6NNQ0	Q9CXT8
O45283	Q9CXU1
Q9TXI0	Q9CXU9
P91515	Q9CXV0
P90861	Q9CXV1
G5EDN8	Q9CXW2
P34685	Q9CXW3
P51404	Q9CXW4
G5EFG3	Q9CXX9
Q27488	Q9CXY6
Q10459	Q9CXY9
Q21217	Q9CXZ1
Q9XVG8	Q9CY21
Q9XXL3	Q9CY27
Q95QY0	Q9CY28
H2KZL1	Q9CY34
Q9NAP9	Q9CY50
Q27484	Q9CY52
Q9GPA4	Q9CY57
P34383	Q9CY58
Q95XN2	Q9CY62
H2L0H5	Q9CY64
Q95Y51	Q9CY66
O18098	Q9CY73
Q94269	Q9CYA0
Q19824	Q9CYA6
Q22550	Q9CYG7
D3YT99	Q9CYH2
O02076	Q9CYH6
Q7JKG4	Q9CYI4
Q9BMU4	Q9CYL5
Q9XX55	Q9CYN2
Q09525	Q9CYR0
O61787	Q9CYR6
Q9XWL1	Q9CYT6
O62327	Q9CYX7
Q23066	Q9CYZ2
G5EFQ8	Q9CYZ8
Q22494	Q9CZ04
Q9NEW6	Q9CZ13
B7WN91	Q9CZ15
O16458	Q9CZ28
Q9BPP1	Q9CZ30
Q9U263	Q9CZ42
O44985	Q9CZ44
G5EBK5	Q9CZ49
G5EEG6	Q9CZ52
P90994	Q9CZ83
G5EG14	Q9CZA6
O01505	Q9CZB6
Q9XVU5	Q9CZC8
Q9XXF9	Q9CZD3
Q93533	Q9CZG3
O62436	Q9CZG9
O76621	Q9CZH7
G5EC71	Q9CZJ1
O16677	Q9CZJ2
G5EBX6	Q9CZK6
Q93569	Q9CZL5
Q22054	Q9CZM2
Q9TYJ3	Q9CZN7
A3RMS7	Q9CZN8
Q20611	Q9CZP5
G5EEG4	Q9CZP7
Q8IU00	Q9CZQ9
O17730	Q9CZR8
O17245	Q9CZS1
D3NQA7	Q9CZT4
Q18639	Q9CZT5
Q9NDH7	Q9CZT8
Q9XW16	Q9CZU3
Q22024	Q9CZU6
Q18232	Q9CZW4
O18181	Q9CZW5
O44185	Q9CZW6
P34462	Q9CZX0
Q22541	Q9CZX2
Q23295	Q9CZX5
P37165	Q9CZX8
P41884	Q9CZX9
O45546	Q9CZY2
Q17435	Q9CZY3
Q9NAR1	Q9D009
Q95Y13	Q9D023
O44552	Q9D024
P55163	Q9D032
Q22370	Q9D051
A0A5S9MND1	Q9D071
Q95XK1	Q9D074
Q9XWR0	Q9D084
O61711	Q9D0B0
Q86C56	Q9D0B1
Q9XW03	Q9D0B6
Q9XU43	Q9D0C1
Q93649	Q9D0D3
Q19403	Q9D0D4
Q95Y97	Q9D0D5
G5ECN8	Q9D0E1
Q95ZV7	Q9D0E3
Q95YC4	Q9D0E5
O45408	Q9D0F1
Q965N4	Q9D0F3
H2KYS2	Q9D0F6
Q8WSN6	Q9D0F9
Q19019	Q9D0G0
G5EGC1	Q9D0I4
Q09983	Q9D0I8
Q21776	Q9D0I9
A0A8D9N0J4	Q9D0J4
A0A1D3PCL3	Q9D0K0
Q9XVH9	Q9D0K1
P91501	Q9D0L4
O44714	Q9D0L6
Q19455	Q9D0L7
O61660	Q9D0L8
Q1NZ18	Q9D0M0
P34576	Q9D0M1
A0A078BPI8	Q9D0M2
O17570	Q9D0M3
Q22707	Q9D0M5
A0A1X7RBI1	Q9D0N7
Q9GZG8	Q9D0P5
P34317	Q9D0P7
Q18095	Q9D0Q7
Q9XWH5	Q9D0R2
Q94071	Q9D0R4
Q20898	Q9D0R8
A0A131MBT4	Q9D0S9
Q17662	Q9D0T1
Q23490	Q9D0W5
Q8MPS4	Q9D0Z3
O01755	Q9D114
Q18590	Q9D125
G5EDW2	Q9D142
Q86S38	Q9D154
Q23593	Q9D172
Q9NAJ2	Q9D180
G5EGS7	Q9D187
Q17425	Q9D198
Q20140	Q9D1A2
Q19102	Q9D1B9
O44665	Q9D1C1
H2KZ41	Q9D1C8
Q94185	Q9D1C9
O45060	Q9D1D4
G5EG62	Q9D1E6
A0A0M9JJE0	Q9D1E8
Q20551	Q9D1F4
P90824	Q9D1G1
D7SFP0	Q9D1G2
Q965M4	Q9D1H7
Q23363	Q9D1H8
G5EFF4	Q9D1I6
Q22417	Q9D1J1
Q9XWK3	Q9D1J3
Q9N4F3	Q9D1K2
Q5UBX5	Q9D1L0
Q8MPP5	Q9D1L9
Q9TZ64	Q9D1M0
O01326	Q9D1M4
Q23566	Q9D1M7
B6GUP8	Q9D1P0
P24348	Q9D1P2
Q09567	Q9D1P4
O16574	Q9D1Q4
O45799	Q9D1Q6
Q17492	Q9D1R9
Q94129	Q9D1T5
Q9TZA0	Q9D1U0
Q9XVQ6	Q9D1X0
Q9U2M5	Q9D219
G5EC27	Q9D270
Q19726	Q9D273
Q8I4I0	Q9D275
P13528	Q9D281
O61820	Q9D287
O18224	Q9D289
Q20769	Q9D291
Q20060	Q9D2A5
A5JYT7	Q9D2C6
Q9XTW9	Q9D2C7
Q9XU45	Q9D2D7
P46553	Q9D2E2
A0A8S4SQL6	Q9D2G2
Q18597	Q9D2G5
Q23623	Q9D2G9
Q9GZF9	Q9D2H2
Q23036	Q9D2H5
Q22187	Q9D2H6
Q9XVR0	Q9D2J7
P34263	Q9D2L1
O01322	Q9D2M8
Q22258	Q9D2N4
Q9GZH3	Q9D2N9
O62387	Q9D2P4
P50444	Q9D2R0
Q9XVR6	Q9D2R6
Q9XXB1	Q9D2V8
O18211	Q9D2Y4
Q18533	Q9D338
H2KYW5	Q9D358
Q9U3L0	Q9D361
Q9N5P9	Q9D379
Q19545	Q9D384
Q86NE0	Q9D394
Q22237	Q9D3B1
Q9TYY7	Q9D3D0
Q20053	Q9D3D9
Q38G52	Q9D3E6
Q18329	Q9D3P1
H2L2D5	Q9D3P8
G5EBV8	Q9D3R9
Q9XVJ5	Q9D404
A0A4V0INN2	Q9D411
O17583	Q9D415
O17067	Q9D424
O44513	Q9D478
Q9U2D3	Q9D483
H2KZQ6	Q9D485
P53806	Q9D495
Q9XVW5	Q9D496
Q9XWM2	Q9D4B2
Q22557	Q9D4D4
Q9BL68	Q9D4F8
B1GRL4	Q9D4G2
Q21556	Q9D4G9
G5ECD6	Q9D4H1
A0A486WY26	Q9D4H4
O45493	Q9D4H7
I7FXD3	Q9D4H8
Q18577	Q9D4H9
O01959	Q9D4I2
Q22660	Q9D4J7
O44584	Q9D4P0
G5EFD7	Q9D4Q1
Q23523	Q9D504
Q56VZ4	Q9D517
Q19877	Q9D554
Q9XW73	Q9D593
G5EDR9	Q9D5E4
Q23551	Q9D5R2
G5EF09	Q9D5T0
Q9GRZ1	Q9D5V5
Q93379	Q9D5W4
Q19232	Q9D5Y1
O16208	Q9D620
Q86DC6	Q9D662
B1GRK6	Q9D666
Q3V5I7	Q9D6E4
A0A8S4QC20	Q9D6F9
Q9N3V9	Q9D6I7
A0A0K3AWR8	Q9D6I9
G5ECC7	Q9D6J5
Q9N2W7	Q9D6J6
Q4JFH6	Q9D6K5
P30631	Q9D6K7
Q9U2E9	Q9D6K8
Q23389	Q9D6K9
O01578	Q9D6L8
G5ECB9	Q9D6M3
O16520	Q9D6N5
Q9XWG2	Q9D6R2
Q9XWF9	Q9D6S7
Q19714	Q9D6T0
Q93352	Q9D6U8
P34379	Q9D6X6
H2KYK6	Q9D6Y9
P92186	Q9D6Z1
P91564	Q9D700
Q966M6	Q9D706
O45313	Q9D710
Q9XUF2	Q9D720
Q9XUU5	Q9D738
O01738	Q9D752
A0A0K3ARI1	Q9D753
G5EDJ2	Q9D772
P34346	Q9D773
Q09284	Q9D783
Q2WF59	Q9D786
Q19973	Q9D7A8
Q93644	Q9D7B6
Q9XXP4	Q9D7B7
Q2MDF2	Q9D7F2
Q9XUK2	Q9D7G0
Q09446	Q9D7H3
Q94225	Q9D7J9
G5EBL2	Q9D7K2
G5ED21	Q9D7M8
Q22493	Q9D7N3
O76615	Q9D7N6
Q9N3H6	Q9D7N9
Q95XP4	Q9D7P6
O01814	Q9D7S7
Q9N3T2	Q9D7S9
Q19493	Q9D7W5
Q18726	Q9D7X3
P54137	Q9D7X8
Q93556	Q9D7Z3
Q8I100	Q9D7Z6
G5EBT5	Q9D819
Q09551	Q9D823
O62505	Q9D824
P53014	Q9D832
Q965Z4	Q9D842
Q9XWI2	Q9D850
Q22885	Q9D853
Q965Y7	Q9D880
Q68TI8	Q9D883
Q17483	Q9D898
Q9XTZ1	Q9D8B3
A0A0K3ATR0	Q9D8B4
P91033	Q9D8C3
O17591	Q9D8C4
P51403	Q9D8E6
O16310	Q9D8L5
Q20183	Q9D8M4
O02208	Q9D8M7
Q9N4P3	Q9D8N0
O16497	Q9D8P4
O17208	Q9D8S9
G5EDK1	Q9D8T3
Q18074	Q9D8T7
G5EBL1	Q9D8U8
Q22460	Q9D8V0
G5EFY4	Q9D8V7
Q9XTT9	Q9D8W5
Q09564	Q9D8X1
O45078	Q9D8X2
Q21069	Q9D8X5
Q22307	Q9D8Y0
Q9XXS5	Q9D8Y1
O16374	Q9D8Y8
O17611	Q9D8Z1
H2KY65	Q9D8Z2
C0VXV7	Q9D902
O18199	Q9D903
Q23451	Q9D906
Q9BPN6	Q9D924
G5EDY3	Q9D938
Q95ZW3	Q9D952
P41849	Q9D967
A0A061ADY3	Q9D975
O45400	Q9D995
Q19404	Q9D9M2
Q09269	Q9D9Q6
O01969	Q9D9R0
P90859	Q9D9T0
Q95Y94	Q9D9T6
Q21004	Q9D9V3
Q9XWP1	Q9D9W6
Q93702	Q9D9X6
O17157	Q9D9Z1
Q17473	Q9D9Z5
O44475	Q9DA08
Q19781	Q9DA19
Q8I4M5	Q9DA79
G5ED67	Q9DA97
Q9XX18	Q9DAA5
Q20024	Q9DAA6
H9G2T3	Q9DAI4
Q9XX98	Q9DAL4
Q9XUB7	Q9DAR7
Q23215	Q9DAS9
D3YT37	Q9DAT2
G5EDF7	Q9DAT5
F3NWW3	Q9DAV9
Q9TXY8	Q9DAW6
P90900	Q9DAW9
Q20969	Q9DAX2
Q22211	Q9DAX9
Q9U3P2	Q9DAZ9
P91131	Q9DB00
Q95XM5	Q9DB05
Q20402	Q9DB07
Q20712	Q9DB15
Q22888	Q9DB16
Q17698	Q9DB20
Q95QY1	Q9DB25
Q9BL03	Q9DB27
Q95XR9	Q9DB30
Q09305	Q9DB32
Q9XVT0	Q9DB34
Q20690	Q9DB40
Q95ZW7	Q9DB42
P91423	Q9DB43
Q20151	Q9DB50
Q7KX00	Q9DB72
Q93761	Q9DB73
O17218	Q9DB77
O44877	Q9DB85
Q22685	Q9DB91
Q9XWN2	Q9DB98
A0A5K1I7Y9	Q9DBA6
G5EFP5	Q9DBA9
G5EFB9	Q9DBB5
Q94259	Q9DBB9
G5EGF3	Q9DBC0
Q95YE7	Q9DBC3
E0AHB4	Q9DBC7
Q9N3E8	Q9DBD5
Q20051	Q9DBE0
Q17654	Q9DBE8
G5EBL9	Q9DBE9
Q23521	Q9DBF1
Q9NEU5	Q9DBG1
Q9U3F4	Q9DBG3
O61789	Q9DBG5
P30630	Q9DBG6
P34284	Q9DBG7
Q93642	Q9DBG9
P34650	Q9DBH0
O18282	Q9DBH5
Q11103	Q9DBI0
Q22910	Q9DBJ1
G5EEX1	Q9DBJ3
O44493	Q9DBK7
Q9TYJ8	Q9DBL7
Q9BKX7	Q9DBL9
Q23544	Q9DBM1
P34692	Q9DBM2
Q22343	Q9DBN4
F0IWU1	Q9DBN5
Q22630	Q9DBP0
Q19202	Q9DBR0
O44729	Q9DBR1
S6EZT1	Q9DBR3
G5EGJ5	Q9DBR4
P90925	Q9DBR7
Q20281	Q9DBS1
Q9GYM9	Q9DBS2
Q22003	Q9DBS5
G5EFR7	Q9DBS9
Q18859	Q9DBT5
Q9XUZ3	Q9DBU0
Q21312	Q9DBU3
Q9XXN6	Q9DBU5
Q9U2P1	Q9DBU6
Q18581	Q9DBV4
Q9N5L9	Q9DBX2
Q10931	Q9DBY0
O16695	Q9DBY1
H2KZV9	Q9DBY5
Q22469	Q9DBY8
Q9XUP4	Q9DBZ5
G5EDS5	Q9DC07
A0A1I6CMA8	Q9DC11
Q19303	Q9DC16
Q9NAM2	Q9DC22
Q21276	Q9DC23
Q8MQ25	Q9DC28
