Q8BR07	A0A087WUL8
Q8K088	Q8NB50
Q91V93	Q8NB78
Q6P2B1	Q8NB90
O88874	Q8NBB4
Q9MD77	Q8NBD8
O08900	Q8NBF2
D3YWQ0	Q8NBI5
Q3UX37	Q8NBI6
P31311	Q8NBJ4
Q8QZS1	Q8NBJ5
O19442	Q8NBJ7
Q8VEF1	Q8NBJ9
Q8C6U2	Q8NBK3
P48725	Q8NBL1
Q922Y2	Q8NBM4
Q8R409	Q8NBM8
Q8K5B8	Q8NBN3
Q8BUY5	Q8NBN7
Q8BRK9	Q8NBP0
Q99LJ2	Q8NBP7
Q8C3Q9	Q8NBQ5
P20801	Q8NBR6
Q6NXH9	Q8NBS9
P21614	Q8NBT0
Q8VD76	Q8NBT2
P31650	Q8NBU5
P41242	Q8NBX0
P48377	Q8NBZ0
O35963	Q8NBZ7
Q0VAV2	Q8NC24
P83917	Q8NC42
Q9QUM9	Q8NC51
Q8CF89	Q8NC56
Q8BYK6	Q8NC60
Q8CH19	Q8NC67
F8VPN2	Q8NC69
P97343	Q8NC96
Q925N0	Q8NCA5
Q9DCS3	Q8NCB2
Q3V3V9	Q8NCD3
Q9QYF1	Q8NCE0
Q9QXX0	Q8NCE2
O88968	Q8NCF5
P41155	Q8NCG7
Q8R0F5	Q8NCH0
Q80VA0	Q8NCL4
Q9D0D3	Q8NCM8
Q8CHS8	Q8NCN4
Q8R164	Q8NCN5
Q8CBB6	Q8NCP5
Q6DIA2	Q8NCR6
Q80UJ7	Q8NCT1
P19123	Q8NCW5
Q99KD5	Q8ND04
P09542	Q8ND25
P24472	Q8ND30
P51125	Q8ND56
Q60787	Q8ND76
P52431	Q8ND83
O54824	Q8ND90
Q9D180	Q8ND94
Q08642	Q8NDA8
Q8K4C9	Q8NDC0
P40936	Q8NDC4
P97769	Q8NDD1
Q9DBM1	Q8NDF8
Q8R5L3	Q8NDH3
P59017	Q8NDI1
P26645	Q8NDT2
A0A140T8P9	Q8NDV1
Q9CR51	Q8NDV7
P58682	Q8NDX5
Q6PFD6	Q8NDZ2
Q8BQZ5	Q8NDZ4
Q8K2C9	Q8NE01
Q5SZV5	Q8NE63
Q6PD03	Q8NE71
Q64518	Q8NE86
Q8VED9	Q8NEA9
Q9D9Z1	Q8NEB9
P70396	Q8NEC5
Q9CQA8	Q8NEE6
Q8VCG9	Q8NEF9
Q8CGY6	Q8NEH6
Q9CY21	Q8NEJ9
Q61749	Q8NEM0
Q04736	Q8NEM2
Q99KE1	Q8NEM7
P56593	Q8NEN9
O88574	Q8NEV1
Q499E4	Q8NEV8
P97368	Q8NEW0
Q3UMQ8	Q8NEW7
Q91YD4	Q8NEX9
Q8BN78	Q8NEY1
Q6PAR0	Q8NEY4
P59281	Q8NEY8
O35682	Q8NEZ4
P12023	Q8NEZ5
Q9DAT2	Q8NF37
Q60823	Q8NF50
Q8K3F7	Q8NF91
Q9D8Z1	Q8NF99
Q8BHZ4	Q8NFA0
Q68ED2	Q8NFB2
Q8BH44	Q8NFC6
Q6P9Z1	Q8NFD5
P46978	Q8NFF5
P63239	Q8NFG4
C6KI89	Q8NFH3
Q8CGE9	Q8NFH4
P42128	Q8NFH5
P50283	Q8NFJ5
O35627	Q8NFJ9
Q9Z0G7	Q8NFN8
P35374	Q8NFV4
Q8K2H1	Q8NFW8
P47746	Q8NFZ4
P04925	Q8NFZ5
Q9CWU0	Q8NFZ8
P18111	Q8NG27
O70145	Q8NG31
A4Q9E4	Q8NGD1
Q7TPM9	Q8NGN1
B1AUE5	Q8NGS6
Q9JIL5	Q8NHG8
Q61645	Q8NHH9
Q01098	Q8NHM5
Q9CQS5	Q8NHP1
Q9D1M7	Q8NHP6
Q80Y83	Q8NHP8
P41778	Q8NHQ1
Q62276	Q8NHQ8
P11031	Q8NHQ9
Q9D975	Q8NHS0
Q80VQ0	Q8NHS1
Q9CQR5	Q8NHS3
Q9CXU0	Q8NHU6
P13412	Q8NHV4
Q7TQI7	Q8NHW4
Q9D1H8	Q8NHW5
P48787	Q8NHX9
Q921I6	Q8NHY2
P15530	Q8NHY3
Q5SYL3	Q8NHZ7
Q9JLR5	Q8NHZ8
Q9EQG9	Q8NI22
B1AY10	Q8NI27
Q99L60	Q8NI32
Q9Z2D0	Q8NI35
Q9D0L8	Q8NI36
Q8K3M5	Q8NI37
Q91ZR5	Q8NI38
Q7TNB8	Q8NI51
Q6P9R4	Q8NI60
Q8CI33	Q8NI77
Q8VC31	Q8TA86
P56383	Q8TAA3
P61514	Q8TAA9
Q61751	Q8TAB5
O08740	Q8TAD4
Q6ZWV3	Q8TAD8
Q91XM9	Q8TAE8
Q921Q7	Q8TAF3
P24610	Q8TAF8
Q8BYL4	Q8TAG9
Q91YX5	Q8TAL6
Q80U28	Q8TAP4
Q3UQ17	Q8TAP6
Q9WVL4	Q8TAP9
Q6NZJ6	Q8TAQ2
P31257	Q8TAS1
Q80YS6	Q8TAT5
P28741	Q8TAT6
P0CG49	Q8TAU3
O35231	Q8TB22
Q9R1P0	Q8TB24
Q8BY35	Q8TB37
Q8BFU2	Q8TB45
Q8CC12	Q8TB52
Q8BHD8	Q8TB61
Q9JIS5	Q8TB72
Q91VC3	Q8TB96
Q8BQ30	Q8TBA6
B2RWS6	Q8TBB1
P06728	Q8TBB6
P47856	Q8TBC3
Q9QXV0	Q8TBC4
Q9D9F7	Q8TBC5
Q6PAL0	Q8TBE0
Q99JP7	Q8TBE1
Q9QW08	Q8TBE3
Q8BQU3	Q8TBF4
Q8BWW9	Q8TBH0
Q8BGW1	Q8TBK6
Q91WE3	Q8TBM7
Q6P9J5	Q8TBM8
Q80WW9	Q8TBN0
P63011	Q8TBP5
O35214	Q8TBP6
Q8N9S3	Q8TBR7
Q8K410	Q8TBX8
Q99ML1	Q8TBZ3
O88689	Q8TBZ8
Q5SNZ0	Q8TC07
Q8R349	Q8TC12
Q9WTP3	Q8TC44
P0C192	Q8TC76
Q9JLI6	Q8TCC3
Q6ZQ18	Q8TCD5
Q99JT6	Q8TCE9
Q922Q4	Q8TCG1
Q8BTV1	Q8TCG2
Q9Z0E6	Q8TCJ0
P52432	Q8TCJ2
P97946	Q8TCQ1
Q99JG7	Q8TCS8
Q9CYL5	Q8TCT0
Q3UMR0	Q8TCT1
Q3TZX3	Q8TCT6
Q8VDF2	Q8TCT7
Q9D154	Q8TCT9
Q9D4P0	Q8TCU4
Q8BP97	Q8TCU6
Q641P0	Q8TCX1
Q8BI84	Q8TCX5
Q60651	Q8TCZ2
Q91WR3	Q8TD06
Q6ZQ29	Q8TD08
Q8BPX9	Q8TD10
P55849	Q8TD16
Q8VEM9	Q8TD17
Q61508	Q8TD19
Q9D720	Q8TD20
Q8BUR9	Q8TD22
Q0V8T9	Q8TD30
Q8CHI8	Q8TD31
Q9JM96	Q8TD47
P70340	Q8TDB4
Q8K004	Q8TDB6
Q91YD3	Q8TDC0
Q8CGC6	Q8TDD1
Q6ZPI3	Q8TDD2
Q8BPI1	Q8TDD5
O89114	Q8TDH9
O70507	Q8TDI0
Q8BU88	Q8TDJ6
P41158	Q8TDL5
Q9Z2Z9	Q8TDM6
Q8BG81	Q8TDN6
A2ARK0	Q8TDQ0
P48760	Q8TDQ7
Q9JKL4	Q8TDR0
Q925B0	Q8TDR4
Q64516	Q8TDS5
P15116	Q8TDT2
Q9QWV9	Q8TDV0
Q6NXW6	Q8TDW4
Q9EPQ1	Q8TDW7
Q8R4E9	Q8TDX6
Q9JK42	Q8TDX7
P14211	Q8TDY2
Q5DTU0	Q8TDY8
Q62520	Q8TDZ2
P49919	Q8TE68
Q9JLJ0	Q8TE77
O54887	Q8TE99
Q9WUA6	Q8TEA7
Q8BJL0	Q8TEA8
P58404	Q8TEB1
P33609	Q8TEB7
O35516	Q8TEB9
Q8R182	Q8TEC5
Q8BJH1	Q8TED0
Q9DBR7	Q8TED1
Q925T4	Q8TEH3
Q9CZE3	Q8TEJ3
P47963	Q8TEK3
A0JLY1	Q8TEL6
P63154	Q8TEM1
K7N641	Q8TEP8
Q9ET22	Q8TEQ6
A2AG06	Q8TEQ8
F6X3X7	Q8TER5
P70193	Q8TES7
Q61158	Q8TEU7
Q9JKX6	Q8TEW0
Q8K190	Q8TEW6
O70566	Q8TEX9
Q9DCD5	Q8TEY7
Q66T02	Q8TF05
Q6PCX9	Q8TF39
P50429	Q8TF42
Q9CW07	Q8TF46
P0C7T6	Q8TF50
Q60841	Q8TF66
Q80ZW2	Q8TF68
Q99N64	Q8TF72
Q01339	Q8TF76
Q69Z36	Q8WTP8
Q02858	Q8WTR2
P59598	Q8WTR4
Q8BLH5	Q8WTS1
P97441	Q8WTS6
Q7JCZ0	Q8WTT2
Q9D0C1	Q8WTU0
Q91V87	Q8WTU2
P55821	Q8WTV0
Q5NCR9	Q8WTV1
Q8R0S1	Q8WTW3
P53776	Q8WTW4
Q9WUJ8	Q8WU20
Q8C4G9	Q8WU58
Q9JKC6	Q8WU90
Q99K70	Q8WUA2
Q8R2Z3	Q8WUA4
Q9D2C6	Q8WUB8
Q6A037	Q8WUD1
P54285	Q8WUD4
Q9Z0F8	Q8WUD6
E9Q6B2	Q8WUE5
Q9CZB6	Q8WUF5
Q5SXJ3	Q8WUH2
Q96DY5	Q8WUH6
Q9CR67	Q8WUI4
Q6IME9	Q8WUJ0
Q9D4R6	Q8WUJ1
B8ZXI1	Q8WUJ3
Q9WV02	Q8WUK0
Q05909	Q8WUM0
Q6P9K8	Q8WUM4
Q8R0P4	Q8WUM9
P31313	Q8WUP2
Q8BGT5	Q8WUQ7
Q5RJI5	Q8WUU5
Q8K3F6	Q8WUW1
Q9EQ06	Q8WUY1
O09005	Q8WUY8
Q9WU56	Q8WUY9
Q8C080	Q8WUZ0
Q91W39	Q8WV16
Q61985	Q8WV19
Q03719	Q8WV24
Q8BMQ3	Q8WV28
Q8VE80	Q8WV41
Q61001	Q8WV44
O55230	Q8WV48
Q6PDC0	Q8WV92
Q9CZP3	Q8WV99
Q9R1S8	Q8WVB6
P58735	Q8WVC0
Q9WTL4	Q8WVC6
Q8C0P5	Q8WVD3
Q9DB07	Q8WVE6
P35438	Q8WVJ2
Q80W47	Q8WVK2
Q8VDX6	Q8WVL7
Q9D0N7	Q8WVM0
Q8VEH5	Q8WVM8
O70326	Q8WVP5
O54885	Q8WVP7
Q8C3X4	Q8WVQ1
Q8BTU1	Q8WVR3
Q8R4I7	Q8WVS4
P97364	Q8WVT3
Q8K2A7	Q8WVV4
Q9CYH2	Q8WVV5
Q3U7R1	Q8WVV9
Q8K2J0	Q8WVX3
P10854	Q8WVX9
Q64471	Q8WVY7
P08556	Q8WVZ1
P80560	Q8WVZ9
P56484	Q8WW01
P70447	Q8WW12
Q6ZPK0	Q8WW22
Q9JI90	Q8WW24
Q3UHA3	Q8WW34
Q8BXG0	Q8WW35
A2AWP8	Q8WW59
L7N1X6	Q8WW62
Q80XK6	Q8WWA0
Q8K0Y2	Q8WWB3
Q14B46	Q8WWB5
Q64112	Q8WWB7
P70445	Q8WWC4
Q61909	Q8WWF1
Q6PCN7	Q8WWF3
Q8VE08	Q8WWF5
Q8BQM4	Q8WWF6
Q69Z69	Q8WWG9
Q8BMK4	Q8WWI1
Q9D7F7	Q8WWI5
Q9R0P6	Q8WWK9
Q8R0F3	Q8WWM7
Q8BZH0	Q8WWN8
P27046	Q8WWP7
Q8R3R8	Q8WWQ0
Q2YDW2	Q8WWU7
Q9Z0R0	Q8WWV3
Q8CAL5	Q8WWW0
Q68FF6	Q8WWY3
Q61823	Q8WWY6
Q8R0C3	Q8WWY8
O54940	Q8WWZ8
Q8CBE3	Q8WX92
Q924W6	Q8WX93
Q8K194	Q8WX94
Q9D995	Q8WXA2
Q8VHS2	Q8WXA8
Q61166	Q8WXA9
Q8BFQ8	Q8WXB1
Q9WUR9	Q8WXC6
P12710	Q8WXD5
Q8K0T3	Q8WXE1
Q9D2C7	Q8WXE9
Q6PGL7	Q8WXF0
Q99JI4	Q8WXF1
Q9CXK8	Q8WXG6
Q9Z0L2	Q8WXG9
O35704	Q8WXH0
Q69ZL1	Q8WXH2
Q0P5V2	Q8WXH5
Q9Z191	Q8WXI2
Q9DBY1	Q8WXI8
Q9CPX6	Q8WXI9
Q8BNU0	Q8WXR4
P97471	Q8WXW3
Q6TXD4	Q8WXX5
O35166	Q8WY07
Q8VHS6	Q8WY22
Q8BG39	Q8WY36
A9Z1V5	Q8WY41
S4R1W1	Q8WY54
P31316	Q8WY64
Q9DB43	Q8WY91
Q9R061	Q8WYA0
Q8C0C7	Q8WYA6
Q5U4C9	Q8WYH8
Q8BNJ6	Q8WYJ6
Q7TSN7	Q8WYL5
Q9DCM2	Q8WYN0
Q9JLZ3	Q8WYP5
Q8VDS4	Q8WYQ3
Q80Z24	Q8WYQ5
Q923J1	Q8WYR4
Q91WT8	Q8WZ19
Q80SS5	Q8WZ33
Q9ER00	Q8WZ42
Q62233	Q8WZ55
E9Q624	Q8WZ73
O55188	Q8WZ74
P51945	Q8WZ79
Q8BH34	Q8WZA1
Q9D219	Q92187
P08032	Q92466
Q9JME7	Q92478
Q64364	Q92482
Q8C7H1	Q92485
Q6ZWU9	Q92499
Q65Z40	Q92504
P30282	Q92508
O54918	Q92519
P47758	Q92520
Q99J77	Q92522
Q9Z188	Q92526
Q9D8C4	Q92529
P84096	Q92530
Q9CPR8	Q92536
Q64523	Q92538
Q9CQT1	Q92540
Q9R0Q4	Q92541
Q7TSG3	Q92542
Q8BS45	Q92544
Q2VPA6	Q92545
Q9EQP6	Q92547
Q9JHG2	Q92551
P97807	Q92552
E9Q5R7	Q92556
Q8VHH5	Q92558
Q61584	Q92560
Q8BQZ4	Q92561
O88291	Q92567
P97350	Q92569
Q9JIL4	Q92570
E9Q634	Q92572
Q8VDJ3	Q92574
Q91ZR4	Q92575
Q9DBS9	Q92576
Q8R2N1	Q92581
Q62348	Q92597
Q9D1M0	Q92598
Q61626	Q92599
Q8BWW4	Q92600
Q7TSF0	Q92604
Q61586	Q92608
Q9ERL7	Q92609
Q5RKS2	Q92610
P09631	Q92611
Q80V63	Q92614
Q8BIQ8	Q92615
Q3TIU4	Q92616
Q60813	Q92620
Q8BP47	Q92621
Q9Z351	Q92624
P02468	Q92625
P12672	Q92626
Q8BHX3	Q92628
Q3UFY7	Q92630
O35604	Q92633
Q8C0D4	Q92636
Q7TSQ8	Q92643
P70665	Q92665
Q640M1	Q92667
Q99KW3	Q92673
Q8C1E7	Q92685
Q8BKC8	Q92688
P50136	Q92692
Q9CWY8	Q92696
Q922B6	Q92729
P62812	Q92730
P0CG50	Q92731
Q70E20	Q92733
Q8BIF9	Q92734
Q3UHK1	Q92736
B1AV75	Q92738
O35671	Q92743
Q68EF6	Q92747
Q8BWZ3	Q92748
O70340	Q92753
Q8VCQ8	Q92759
Q9CR42	Q92764
Q80ZA7	Q92766
P63085	Q92769
P61406	Q92772
Q07104	Q92782
Q08857	Q92783
O88597	Q92784
Q80UW8	Q92785
Q9QXX8	Q92791
P17141	Q92793
Q9CPP6	Q92794
P97473	Q92796
E9Q3L2	Q92797
Q9R000	Q92800
Q8CFT2	Q92802
Q3UM18	Q92804
Q9CPT0	Q92805
Q66K08	Q92817
P63015	Q92820
Q99LG0	Q92824
Q8R1V4	Q92828
Q9DCG9	Q92830
Q8VCM7	Q92831
Q3UFB7	Q92832
D3Z5S8	Q92835
O35660	Q92838
P61202	Q92841
O08849	Q92843
Q9JLV5	Q92844
P59729	Q92845
F6RR19	Q92851
Q9CZQ9	Q92858
Q8R1B0	Q92870
P68404	Q92878
Q14BB9	Q92879
Q8CIS0	Q92882
Q9Z275	Q92887
Q9D0P5	Q92888
Q9DBU0	Q92889
O54929	Q92890
Q80XA6	Q92896
P12787	Q92900
Q8K114	Q92901
O35309	Q92903
P63017	Q92905
Q80YA7	Q92913
Q9JLJ2	Q92914
Q3UCQ1	Q92915
Q9EP97	Q92917
P70274	Q92918
Q99LI8	Q92922
Q3TIV5	Q92925
P19467	Q92930
Q9CX84	Q92932
P50636	Q92934
P12265	Q92945
O35633	Q92947
O08599	Q92973
P62835	Q92974
Q5M8N0	Q92979
B7ZN02	Q92985
P50538	Q92989
O88643	Q92990
P70398	Q92993
Q8R023	Q92994
O88448	Q92995
Q91YS8	Q92997
Q8BWT1	Q93008
P45481	Q93009
P63242	Q93034
Q99JT2	Q93045
Q8CFD5	Q93050
Q5XJV6	Q93052
P46938	Q93062
Q5DU02	Q93063
O35841	Q93074
Q80UK0	Q93077
Q8VEB4	Q93079
Q9WV55	Q93084
Q9CZ28	Q93096
Q8BZX4	Q93100
Q6P2L7	Q95460
Q9CQ60	Q969E8
A1L358	Q969F0
Q9JMD3	Q969F9
P97305	Q969G2
Q9WUA2	Q969G3
P70315	Q969G5
O70263	Q969H0
Q9Z2U4	Q969H4
Q8K4K3	Q969H6
Q0VBL1	Q969H8
P01582	Q969J2
Q4VA13	Q969J3
Q9JI99	Q969K3
Q99LL3	Q969L2
Q05921	Q969M3
Q6ZWY3	Q969N2
Q8R010	Q969P0
Q9Z1N5	Q969P5
P52503	Q969Q0
Q8R550	Q969Q1
Q9CX83	Q969Q6
Q64511	Q969R5
Q8BGB8	Q969S0
Q3UHL1	Q969S3
Q9D8V7	Q969S6
O88888	Q969S9
Q9JK92	Q969T3
Q80X85	Q969T4
Q8BIE6	Q969T9
Q9DBG6	Q969U6
Q9CR02	Q969U7
Q3UVX5	Q969V3
Q0VGY8	Q969V5
O35350	Q969V6
P02088	Q969W9
E9Q9K5	Q969X2
Q64669	Q969X5
Q6NV83	Q969X6
Q9CZ69	Q969Y0
Q1AN92	Q969Y2
O08747	Q969Z0
E9QAP1	Q969Z4
Q61644	Q96A08
P52189	Q96A09
F7CUW7	Q96A19
Q3U4B1	Q96A25
Q62447	Q96A26
P31750	Q96A33
Q0KL01	Q96A35
P54099	Q96A37
Q8C147	Q96A44
Q61361	Q96A49
Q9D695	Q96A54
Q924W7	Q96A61
Q9WTU3	Q96A65
P63158	Q96A72
Q76LS9	Q96A73
Q8K387	Q96AA3
Q64279	Q96AB3
P06800	Q96AC1
Q8K083	Q96AD5
O88796	Q96AE4
Q9D024	Q96AE7
Q60751	Q96AG3
Q8R1B4	Q96AG4
Q06180	Q96AJ1
Q8VE18	Q96AJ9
P09041	Q96AK3
Q9JL06	Q96AN5
P35441	Q96AP0
Q62426	Q96AP4
P56198	Q96AQ1
Q9QYI3	Q96AQ6
Q2VIS4	Q96AT1
Q6P3Y9	Q96AT9
P18828	Q96AX1
O35678	Q96AX9
Q9Z1D9	Q96AY2
Q07243	Q96AY3
Q9R1K9	Q96AY4
Q3UTJ2	Q96AZ1
Q9EQZ7	Q96B02
P43404	Q96B21
Q64514	Q96B23
Q60996	Q96B26
Q9D646	Q96B49
Q9Z1F9	Q96B67
Q8JZP3	Q96B77
Q9D7A8	Q96B96
Q9CPW0	Q96B97
Q70FJ1	Q96BA8
Q924L1	Q96BD5
Q8VD31	Q96BD8
Q8BNN1	Q96BF6
Q8R310	Q96BH1
Q0VBV7	Q96BH3
Q9D4I2	Q96BI1
Q5SUV2	Q96BI3
O35683	Q96BK5
Q99J36	Q96BM0
Q9WTM3	Q96BM9
Q8BXK8	Q96BN2
Q8BK72	Q96BN8
Q91VZ6	Q96BP3
Q80WT5	Q96BQ3
P82348	Q96BR1
P06240	Q96BR5
Q8R1W2	Q96BR6
Q8BM13	Q96BR9
Q8VHL1	Q96BW5
Q8C6B9	Q96BW9
Q9CWG1	Q96BY2
Q9R0P3	Q96BY7
P50446	Q96BY9
Q91XI1	Q96BZ4
P49718	Q96BZ8
Q9JJZ2	Q96C00
Q8BTI9	Q96C01
Q9DAM7	Q96C03
Q91YI4	Q96C12
Q91X43	Q96C19
Q9JJV4	Q96C24
Q9D7N3	Q96C28
Q9CPQ5	Q96C36
Q80UN1	Q96C55
P70424	Q96C57
P47806	Q96C86
P58545	Q96C92
P56873	Q96CA5
Q925E1	Q96CB8
Q3UKG2	Q96CB9
P63254	Q96CE8
P62270	Q96CF2
Q3ULM6	Q96CK0
Q9ESJ0	Q96CM3
Q06348	Q96CM8
Q6ZPJ0	Q96CN4
Q8C7B8	Q96CN7
P11859	Q96CN9
Q5KU39	Q96CP2
Q3UW53	Q96CP6
P10493	Q96CS2
Q9EPK5	Q96CS3
Q8K2Q7	Q96CS7
P45591	Q96CT7
Q921V5	Q96CU9
P52332	Q96CV9
Q9QWY8	Q96CW1
O54962	Q96CW5
P08046	Q96CX2
O35551	Q96D03
P48025	Q96D05
Q5SSZ5	Q96D09
Q80X72	Q96D31
Q62419	Q96D46
Q9WTQ5	Q96D53
P30561	Q96D71
P52800	Q96DA0
Q6NWW9	Q96DA2
Q7TQ48	Q96DA6
Q9ERE7	Q96DB2
P01898	Q96DB5
Q9ER38	Q96DC9
M0QW46	Q96DE5
Q9QYB5	Q96DF8
Q62219	Q96DG6
Q99KC8	Q96DH6
Q9WVE8	Q96DI7
G3XA57	Q96DM3
Q9QZS2	Q96DN2
Q99N13	Q96DN6
Q7M753	Q96DR7
P58390	Q96DT6
Q5S003	Q96DT7
Q99JI6	Q96DU9
Q9D1P4	Q96DV4
Q80XL7	Q96DX4
Q8BIY1	Q96DX5
Q8C4Y3	Q96DX7
P68433	Q96DZ1
Q50E62	Q96DZ7
P62141	Q96DZ9
Q80Z96	Q96E11
A0A0R4J076	Q96E22
B2RUJ5	Q96E29
Q8BZ34	Q96E35
O35381	Q96E39
P09036	Q96E52
P27656	Q96EA4
P59808	Q96EB1
P09103	Q96EB6
O54946	Q96EC8
O55222	Q96ED9
P81068	Q96EE3
Q0VBK2	Q96EF6
Q80WG5	Q96EG1
P56942	Q96EG3
P28661	Q96EH3
Q80U23	Q96EI5
Q9EP69	Q96EK4
Q99ME6	Q96EK5
Q8VBT6	Q96EK7
Q6PE01	Q96EL2
Q6PD28	Q96EL3
Q9DD20	Q96EM0
Q3TUL7	Q96EN8
Q91ZT5	Q96EP0
Q9QZQ0	Q96EP1
Q69ZN7	Q96EP5
Q8CFA1	Q96EQ0
Q80TJ7	Q96EQ8
Q923S6	Q96ER3
Q6P4T0	Q96ER9
Q9QYY0	Q96ES7
Q2EG98	Q96ET8
P53811	Q96EU6
Q921Y0	Q96EV2
P33215	Q96EV8
Q91YK2	Q96EX3
Q8VDP4	Q96EY1
Q8CJF7	Q96EY4
Q8BMC4	Q96EY5
Q99JF5	Q96EY7
Q9CQG6	Q96EY8
P54276	Q96EZ8
Q920A5	Q96F07
Q99K90	Q96F15
A2AJX4	Q96F24
Q6ZPF3	Q96F44
Q9Z1E3	Q96F46
E9PVB3	Q96F63
Q9DBS5	Q96F86
Q09014	Q96FA3
Q6PAJ3	Q96FC9
A2AIL4	Q96FE5
Q8CA72	Q96FF9
E9Q6J4	Q96FH0
Q6PAC3	Q96FI4
Q3UQP1	Q96FJ0
P98083	Q96FJ2
Q8BHG9	Q96FL8
Q9WV35	Q96FN4
Q69ZC8	Q96FQ6
P51141	Q96FT7
Q8CIM1	Q96FV3
Q9DAR7	Q96FV9
Q8BYH7	Q96FW1
O09172	Q96FX7
Q0P614	Q96FZ2
P00860	Q96FZ5
Q571I9	Q96G03
Q9JII7	Q96G21
Q61839	Q96G23
Q8K298	Q96G25
Q5NCE8	Q96G27
Q9QZ05	Q96G30
Q8VHG2	Q96G46
Q91XD4	Q96G74
Q8BLN6	Q96G75
P15620	Q96G79
Q9D0D5	Q96G97
Q91V64	Q96GA3
Q9CYA0	Q96GC5
Q64261	Q96GC9
Q99JU7	Q96GD3
Q03265	Q96GD4
Q6NXK2	Q96GE4
P07744	Q96GF1
Q9CYZ8	Q96GG9
Q8R1R4	Q96GK7
Q8BZS9	Q96GM1
P62880	Q96GM5
P62257	Q96GM8
B1AUR6	Q96GN5
Q8BK63	Q96GQ5
O09167	Q96GQ7
Q80XB4	Q96GR4
Q4VC33	Q96GS4
Q99JY4	Q96GS6
Q3TNL8	Q96GW7
Q8BG18	Q96GW9
Q6RKD8	Q96GX1
B2RXB2	Q96GX9
Q9QZR9	Q96GY0
Q3UQ28	Q96GY3
Q9D269	Q96GZ6
Q9D1Q4	Q96H20
P50149	Q96H22
Q8R079	Q96H55
P51491	Q96H79
P97452	Q96H86
Q9JMC3	Q96H96
Q07113	Q96HA1
Q8R100	Q96HA7
P05213	Q96HA8
P35822	Q96HB5
Q5F2E7	Q96HC4
Q01815	Q96HD1
P59326	Q96HE7
O08710	Q96HE8
O35738	Q96HE9
Q920G9	Q96HH4
P11725	Q96HH6
P22907	Q96HH9
Q3TBD2	Q96HI0
Q8BTS4	Q96HJ5
Q3UQS8	Q96HJ9
Q6KAR6	Q96HN2
Q91YX0	Q96HP0
Q5BKP2	Q96HR3
Q9D0F3	Q96HR8
Q68G58	Q96HR9
Q8BYC6	Q96HS1
Q8VE73	Q96HT8
Q99KG5	Q96HU8
O35437	Q96HW7
Q7TMB8	Q96HY6
Q8QZY6	Q96HY7
Q8BH48	Q96HZ4
A2AKG8	Q96I15
P57776	Q96I24
Q99PT1	Q96I25
Q9R0Q3	Q96I34
Q9Z1Q2	Q96I51
Q9WTP6	Q96I59
Q8BI72	Q96I99
Q78HU3	Q96ID5
Q8BYB9	Q96IF1
Q8K5C0	Q96II8
Q9JHR7	Q96IJ6
Q9WTK7	Q96IK5
Q91YN9	Q96IQ9
P56392	Q96IT1
Q6VUP9	Q96IV0
Q8JZN7	Q96IV6
Q9Z0R4	Q96IW7
P28184	Q96IX5
O88447	Q96IZ0
B1AQJ2	Q96IZ5
Q9CR41	Q96IZ7
Q5PR68	Q96J01
P14733	Q96J02
Q61043	Q96J42
Q8VBT0	Q96J84
P01139	Q96JA1
P50171	Q96JB2
Q8CFG9	Q96JB3
Q569L8	Q96JB5
Q61655	Q96JB6
P50207	Q96JC1
Q05910	Q96JC9
Q9JLB4	Q96JG6
P62823	Q96JH7
Q6IFZ9	Q96JH8
Q9D850	Q96JI7
Q9CZ62	Q96JJ3
Q9JIQ3	Q96JJ6
Q9JLQ2	Q96JJ7
Q8BKE9	Q96JK2
Q8K337	Q96JM2
Q9CQ25	Q96JM3
P70696	Q96JM4
Q8C726	Q96JM7
Q9JJZ8	Q96JN0
Q4JK59	Q96JN2
Q8BTZ7	Q96JN8
O70433	Q96JP2
P84086	Q96JP5
Q91YL2	Q96JQ5
O09164	Q96JS3
A2ALW5	Q96JW4
Q9D2Z4	Q96K12
Q6SJQ5	Q96K17
A2ARZ3	Q96K19
Q60634	Q96K21
P53349	Q96K30
Q9Z0V1	Q96K37
Q9CWI3	Q96K58
Q9D0R2	Q96K76
Q9EP82	Q96K80
Q3TJD7	Q96KA5
Q9WVG9	Q96KB5
P29121	Q96KC2
Q8BG79	Q96KC8
Q99L88	Q96KG9
Q3USB6	Q96KK5
Q91VJ4	Q96KM6
P33146	Q96KN3
Q8CC21	Q96KN7
Q9JHK5	Q96KP1
Q9Z0H8	Q96KP4
Q9D8X1	Q96KQ4
Q3V1N9	Q96KQ7
Q8BGY2	Q96KR1
P15946	Q96KR6
Q924M7	Q96KR7
P39689	Q96KS9
Q8C341	Q96L08
Q8BKX6	Q96L11
A6H611	Q96L14
P32958	Q96L15
Q922Q2	Q96L21
Q8R3V5	Q96L33
P43406	Q96L34
Q8BJQ9	Q96L46
Q8VCC1	Q96L50
O70445	Q96L73
Q9EPQ8	Q96L91
P13405	Q96L92
Q8C804	Q96L93
Q5SQM0	Q96L96
P97369	Q96LA8
E9Q4F7	Q96LB3
Q69ZB8	Q96LD4
Q5SS00	Q96LI5
A0A140T8M2	Q96LI6
Q8JZM4	Q96LJ7
Q8K4X7	Q96LJ8
Q69ZR9	Q96LK0
Q6P9R2	Q96LL9
Q8BKW4	Q96LM6
Q7TQN3	Q96LR2
