Q9XVJ5	A0A075BJJ9
G5EGQ2	Q9VLP5
Q21069	Q9VLP6
W6RRZ0	Q9VLP7
Q966C5	Q9VLP9
Q22159	Q9VLQ0
Q27535	Q9VLQ9
G5EFV8	Q9VLR0
Q8MQA7	Q9VLR2
G5ED14	Q9VLR3
P98080	Q9VLR5
O45722	Q9VLR8
O01974	Q9VLR9
Q95XX8	Q9VLS0
P53017	Q9VLS1
Q9U3H5	Q9VLS4
Q18075	Q9VLS5
Q27505	Q9VLS7
Q19371	Q9VLS8
Q22979	Q9VLS9
P91430	Q9VLT1
Q20241	Q9VLT3
Q20471	Q9VLT5
Q10657	Q9VLT7
Q18509	Q9VLT8
Q22095	Q9VLU0
Q21344	Q9VLU5
Q9GRZ5	Q9VLU6
Q9N3F2	Q9VLV5
Q94259	Q9VLV6
G5EDU3	Q9VLV7
O17345	Q9VLW2
G5EFL0	Q9VLW8
Q18026	Q9VLW9
G5EEZ4	Q9VLX0
A6PVA1	Q9VLX3
A0A0K3ARN3	Q9VLX6
Q9TYV5	Q9VLX9
Q9NAP7	Q9VLY0
G5EFS1	Q9VLY3
H2KYE2	Q9VLZ1
O17239	Q9VM00
H2KYD1	Q9VM08
Q9N2Z7	Q9VM10
Q17765	Q9VM11
Q95PV7	Q9VM12
O18276	Q9VM14
P91223	Q9VM16
Q22676	Q9VM18
K8ERR8	Q9VM20
Q9XWX6	Q9VM21
Q18218	Q9VM22
Q9XUF2	Q9VM31
O16893	Q9VM35
Q19952	Q9VM37
Q10574	Q9VM39
O45950	Q9VM43
Q9GYS1	Q9VM45
Q9XTW9	Q9VM46
Q95XX0	Q9VM49
O16637	Q9VM50
Q95XH8	Q9VM51
Q9N3D0	Q9VM54
O62090	Q9VM59
Q95X85	Q9VM60
P34692	Q9VM61
Q22950	Q9VM63
Q20870	Q9VM64
Q9XWV3	Q9VM65
Q18302	Q9VM71
Q10459	Q9VM75
Q20198	Q9VM76
O45060	Q9VM77
Q5H9M9	Q9VM83
H2L0C8	Q9VM92
I2HAA0	Q9VM93
Q21301	Q9VM95
O61876	Q9VM96
Q9U1T6	Q9VM98
O01446	Q9VMA0
U4PER8	Q9VMA2
Q4W525	Q9VMA3
O44889	Q9VMA9
P41883	Q9VMB9
Q20560	Q9VMC3
Q20255	Q9VMC6
P91390	Q9VMC7
Q93701	Q9VMC8
Q95QK5	Q9VMC9
A5A8N8	Q9VMD2
Q9TYX6	Q9VMD3
O18017	Q9VMD4
Q9GYT4	Q9VMD5
P21541	Q9VMD7
Q8I7F8	Q9VMD9
Q9TYR0	Q9VME0
Q95ZJ1	Q9VME1
H2L0N7	Q9VME3
Q9XW41	Q9VME5
Q9XVA9	Q9VMF0
O17036	Q9VMF3
Q8MQ13	Q9VMF9
Q967F3	Q9VMG8
Q6EZG4	Q9VMH2
Q21073	Q9VMH8
H1UBK0	Q9VMI2
A5Z2W3	Q9VMI3
Q19204	Q9VMI5
Q8I0Z1	Q9VMI6
O62277	Q9VMI8
Q9U2Y4	Q9VMI9
K8FDZ1	Q9VMJ1
G5EC23	Q9VMJ2
A0A8S4QC20	Q9VMJ7
G5EBX6	Q9VMK2
Q9XXC8	Q9VMK3
O45905	Q9VMK8
O01815	Q9VML7
G5EDD8	Q9VML8
P91360	Q9VML9
Q9XYX7	Q9VMM2
Q9XVR3	Q9VMM3
G5EG38	Q9VMM4
D0Z5P0	Q9VMM6
Q8MNT7	Q9VMM7
Q9NA59	Q9VMM8
Q69ZI6	Q9VMN5
G5EDM5	Q9VMN6
Q7YWZ9	Q9VMN9
Q8ITW5	Q9VMP0
Q9BKU9	Q9VMP1
Q9U2F5	Q9VMP2
B6VQ96	Q9VMP7
P17512	Q9VMP9
P54073	Q9VMQ3
Q965G5	Q9VMQ5
G5EBU4	Q9VMQ6
Q20741	Q9VMQ7
Q23126	Q9VMQ8
Q9XVR8	Q9VMR2
Q65ZJ0	Q9VMR8
Q18494	Q9VMS1
Q23182	Q9VMS2
Q9BL83	Q9VMS5
Q22915	Q9VMS9
Q09630	Q9VMT1
Q9NEZ8	Q9VMT2
Q93906	Q9VMT4
O61737	Q9VMT5
A3QMD7	Q9VMT6
P91129	Q9VMU0
Q20199	Q9VMU2
Q19126	Q9VMU4
P52018	Q9VMU5
Q20874	Q9VMU6
Q9U294	Q9VMU7
Q23629	Q9VMV3
O17687	Q9VMV5
Q9N5J1	Q9VMV6
Q9XUK7	Q9VMV7
P90916	Q9VMW2
O62122	Q9VMW7
Q8TA52	Q9VMW8
Q9BL78	Q9VMW9
P91055	Q9VMX1
Q9U285	Q9VMX2
Q9N3C8	Q9VMX3
B1V898	Q9VMX4
Q9U3J3	Q9VMX9
Q95Y26	Q9VMY1
Q9GRZ1	Q9VMY2
G5EFM9	Q9VMY3
O01976	Q9VMY5
Q17987	Q9VMY8
Q9N3U2	Q9VMZ5
Q9UAY0	Q9VMZ6
Q9N4C6	Q9VMZ9
H2KYW0	Q9VN01
P91148	Q9VN02
Q93246	Q9VN04
Q20981	Q9VN06
Q95ZV8	Q9VN10
Q93409	Q9VN13
Q94185	Q9VN14
H2KZK4	Q9VN19
O45075	Q9VN25
O44706	Q9VN27
Q23393	Q9VN28
O16927	Q9VN31
A0A8S4QGS8	Q9VN39
Q17670	Q9VN41
G5EG13	Q9VN44
Q11182	Q9VN45
Q17512	Q9VN50
Q9BKQ6	Q9VN55
G5EBZ1	Q9VN56
O44448	Q9VN60
G5EGI7	Q9VN73
Q8WQE8	Q9VN77
Q17561	Q9VN78
P52012	Q9VN82
Q95XJ7	Q9VN86
G5ECS4	Q9VN88
Q9N593	Q9VN89
Q19335	Q9VN91
Q8IA98	Q9VN93
K8ESM2	Q9VN97
A0A0K3AW48	Q9VNA3
Q17949	Q9VNA4
Q9XTU6	Q9VNA5
A0A1X7RC32	Q9VNA6
B1V8K3	Q9VNA8
Q17539	Q9VNB5
P51404	Q9VNB9
Q9XWM0	Q9VNC0
Q93167	Q9VNC1
Q20051	Q9VNC7
P90989	Q9VNC9
Q9N3B0	Q9VND2
O45097	Q9VND4
B2D6L9	Q9VND7
C0Z1Y9	Q9VND8
G5EEH6	Q9VNE2
O62504	Q9VNE4
Q20206	Q9VNE9
Q9N341	Q9VNF3
O16486	Q9VNF4
Q20818	Q9VNF5
A5JYU7	Q9VNF9
P41934	Q9VNG0
O44517	Q9VNG1
Q9N304	Q9VNG2
Q9N432	Q9VNG4
Q9N3T6	Q9VNG6
Q21205	Q9VNH2
Q21017	Q9VNH5
G5EFQ4	Q9VNH6
Q09378	Q9VNI3
Q93520	Q9VNI4
P55216	Q9VNI5
Q7YTG9	Q9VNI8
O45934	Q9VNI9
Q9N5M2	Q9VNJ0
Q86FL7	Q9VNJ3
Q95YE9	Q9VNJ5
P91057	Q9VNK6
Q9N3P6	Q9VNK8
P43510	Q9VNL4
Q23566	Q9VNL6
Q18277	Q9VNM9
Q23422	Q9VNN3
Q9XWB4	Q9VNN6
P91309	Q9VNN7
Q09354	Q9VNP0
G5EBV0	Q9VNP4
Q9N4B7	Q9VNP7
O01460	Q9VNP8
Q19013	Q9VNQ1
Q17574	Q9VNQ3
O17706	Q9VNQ6
Q8MYM8	Q9VNR8
Q9GZI0	Q9VNR9
O45915	Q9VNS0
Q18577	Q9VNS1
A0A2K5ATP9	Q9VNS2
O76413	Q9VNS4
Q95YA5	Q9VNS7
D3NQA9	Q9VNT3
Q9U3Q6	Q9VNT5
Q22702	Q9VNT6
Q8WTL3	Q9VNU1
O01592	Q9VNU3
A0A7R9SUK8	Q9VNV2
O61206	Q9VNV3
Q17624	Q9VNW1
Q9XWJ1	Q9VNW6
G5EF20	Q9VNX0
Q18827	Q9VNX1
G5EFB9	Q9VNX4
Q93838	Q9VNX6
Q9N4E2	Q9VNX7
Q21352	Q9VNX8
Q09312	Q9VNX9
O45593	Q9VNY7
H2KY65	Q9VNY8
G5EG51	Q9VNZ0
Q9XTG7	Q9VNZ4
P50093	Q9VNZ7
Q9NAH6	Q9VNZ8
E5QCF2	Q9VNZ9
Q9XV35	Q9VP00
Q9N5M0	Q9VP04
Q20071	Q9VP05
P34688	Q9VP06
P34609	Q9VP13
Q23015	Q9VP16
Q27504	Q9VP18
Q9N5U9	Q9VP19
Q9N580	Q9VP20
Q9U2F1	Q9VP22
Q95QZ9	Q9VP27
Q18617	Q9VP29
P50444	Q9VP30
Q21512	Q9VP35
Q19182	Q9VP40
Q8MXH8	Q9VP44
Q23672	Q9VP46
P34554	Q9VP47
Q9XXH8	Q9VP48
Q95ZV7	Q9VP51
Q17625	Q9VP53
O45784	Q9VP57
O02334	Q9VP61
O17099	Q9VP65
Q19326	Q9VP67
Q22002	Q9VP77
G5EGT7	Q9VP78
Q21190	Q9VP79
Q22721	Q9VP84
Q22638	Q9VP85
Q09228	Q9VP87
Q95ZT6	Q9VP96
O17702	Q9VPA1
Q2A949	Q9VPA9
G5ED41	Q9VPB0
Q7YWU6	Q9VPB2
P30641	Q9VPB3
Q09346	Q9VPB6
P34707	Q9VPB8
P34333	Q9VPC0
G5EDA6	Q9VPC1
A8WFK3	Q9VPD2
Q19019	Q9VPD4
G5ECL1	Q9VPD5
P46561	Q9VPD6
G5ECL7	Q9VPD8
Q9N5Z6	Q9VPD9
Q21471	Q9VPE2
Q9TYW1	Q9VPF1
Q2WF61	Q9VPF9
Q19959	Q9VPG0
P91047	Q9VPG1
O44158	Q9VPG7
Q19120	Q9VPH0
Q18246	Q9VPH2
O01734	Q9VPH4
Q9Y0A1	Q9VPH6
O44498	Q9VPH7
Q09201	Q9VPH8
Q22886	Q9VPI4
Q9N5P9	Q9VPI9
G5EBQ3	Q9VPJ0
H2KYA6	Q9VPJ6
Q03607	Q9VPJ7
Q9XWC2	Q9VPK3
G5EC37	Q9VPK4
Q23119	Q9VPK7
Q9XX18	Q9VPL4
Q19585	Q9VPL5
G5ECM8	Q9VPL9
Q9GUI5	Q9VPM0
Q9XWP7	Q9VPM1
Q95XJ4	Q9VPM2
Q17622	Q9VPM5
Q22166	Q9VPM9
P34478	Q9VPN0
Q11183	Q9VPN2
O62517	Q9VPN3
Q9N2U6	Q9VPN8
Q19102	Q9VPP0
Q23406	Q9VPP2
Q21774	Q9VPP7
O02101	Q9VPQ2
P13528	Q9VPQ6
P91303	Q9VPQ7
O44635	Q9VPR0
Q9N3S2	Q9VPR1
Q9XWD9	Q9VPR2
Q21243	Q9VPR4
Q9XU97	Q9VPR5
Q18824	Q9VPR6
O18128	Q9VPR7
Q304D8	Q9VPR8
O01991	Q9VPS0
Q10902	Q9VPS5
H2KZS3	Q9VPS8
Q7JPQ6	Q9VPT0
Q9TZ68	Q9VPT4
G5EDA3	Q9VPT8
H2L0J7	Q9VPT9
O45868	Q9VPU5
Q17631	Q9VPU6
P16356	Q9VPU7
P90915	Q9VPU8
Q22056	Q9VPU9
Q17439	Q9VPV6
Q9N474	Q9VPV7
Q95XN2	Q9VPW2
P90934	Q9VPW5
Q17659	Q9VPW8
O01622	Q9VPW9
Q9U3S3	Q9VPX0
P32743	Q9VPX3
O76632	Q9VPX5
Q17348	Q9VPX6
Q21636	Q9VPY0
P34466	Q9VPY2
B2D6K9	Q9VPY3
Q18886	Q9VPY4
Q19577	Q9VPY7
Q10580	Q9VPY8
P34345	Q9VPY9
O17972	Q9VPZ1
Q17757	Q9VPZ7
A8XQE0	Q9VQ00
Q9N4H9	Q9VQ04
Q09314	Q9VQ08
G5EGT4	Q9VQ16
Q03755	Q9VQ22
Q20436	Q9VQ26
Q9TYP9	Q9VQ27
Q9BPP1	Q9VQ29
Q20303	Q9VQ30
Q2A956	Q9VQ34
Q21821	Q9VQ36
A0A061ADT4	Q9VQ37
Q22600	Q9VQ40
Q21216	Q9VQ43
Q9BMK9	Q9VQ44
G5EBE4	Q9VQ46
Q9TXN8	Q9VQ56
Q7JLH5	Q9VQ57
Q17370	Q9VQ58
G5EG59	Q9VQ60
Q20135	Q9VQ62
G5EGN9	Q9VQ76
Q9N359	Q9VQ77
Q9NA25	Q9VQ78
Q22156	Q9VQ79
O61218	Q9VQ80
O16580	Q9VQ89
A3QMB1	Q9VQ91
Q9TXM1	Q9VQ93
Q9XW13	Q9VQ94
Q20964	Q9VQ95
Q7YWS9	Q9VQ96
Q19932	Q9VQA2
O02641	Q9VQA5
Q18357	Q9VQA6
Q9N5G8	Q9VQA8
Q09622	Q9VQB6
Q20282	Q9VQB7
Q95PZ0	Q9VQB9
Q0G833	Q9VQD0
O44989	Q9VQD4
G5EFF7	Q9VQD6
Q93230	Q9VQD7
O01861	Q9VQD8
P34561	Q9VQE0
Q22972	Q9VQE5
Q20924	Q9VQF5
Q7JM44	Q9VQF7
Q9XUQ7	Q9VQF8
O61975	Q9VQF9
Q22559	Q9VQG0
Q9N4G8	Q9VQG2
Q10914	Q9VQG4
P34525	Q9VQG9
O77133	Q9VQI1
Q8ITV4	Q9VQI2
Q22048	Q9VQI4
Q564P9	Q9VQI5
Q9XXD3	Q9VQI6
Q95018	Q9VQI9
O17388	Q9VQJ6
Q9TXI8	Q9VQJ7
Q20390	Q9VQK0
P05690	Q9VQK1
Q95QD1	Q9VQK4
Q9NEU2	Q9VQK5
O44719	Q9VQK7
H2KZR1	Q9VQK8
G5EGS7	Q9VQK9
Q09450	Q9VQL1
O17679	Q9VQL2
Q22250	Q9VQM2
P34378	Q9VQM4
O16226	Q9VQN3
P34601	Q9VQP9
Q18620	Q9VQQ0
G5EBP0	Q9VQQ3
Q20932	Q9VQQ6
P51875	Q9VQQ9
Q8MXI1	Q9VQR2
O17811	Q9VQR8
Q95PY8	Q9VQR9
Q10901	Q9VQS0
Q95PZ1	Q9VQS1
P34686	Q9VQS4
P54412	Q9VQS6
G5EDW8	Q9VQS7
Q18329	Q9VQT0
E8MDW3	Q9VQT5
Q95QM9	Q9VQT7
Q9N3F7	Q9VQT8
Q9XVS4	Q9VQT9
Q19020	Q9VQU9
G5EG57	Q9VQV3
P54688	Q9VQW4
Q10910	Q9VQW5
Q21754	Q9VQW7
G5EBH1	Q9VQX8
O17403	Q9VQY7
O45463	Q9VQY8
O17893	Q9VQY9
Q20065	Q9VQZ0
G5EF50	Q9VQZ6
Q21294	Q9VQZ7
G5ECH3	Q9VR00
Q6I6D4	Q9VR03
O45166	Q9VR04
Q09506	Q9VR05
P53806	Q9VR09
G5ECT8	Q9VR17
O01488	Q9VR19
Q9XTY9	Q9VR21
Q9XXA2	Q9VR29
Q21045	Q9VR31
P34327	Q9VR33
Q18060	Q9VR34
Q9XWE6	Q9VR35
Q27GV2	Q9VR38
Q18803	Q9VR42
Q9U237	Q9VR52
Q8IFZ8	Q9VR55
P10984	Q9VR57
Q22910	Q9VR58
V6CLZ2	Q9VR59
Q20086	Q9VR60
P90786	Q9VR61
Q19189	Q9VR64
Q7Z116	Q9VR65
G5EGN6	Q9VR70
O17899	Q9VR79
O17526	Q9VR84
Q95XD0	Q9VR87
O62198	Q9VR89
O44156	Q9VR90
P91551	Q9VR91
Q17750	Q9VR92
G5EGF5	Q9VR93
Q21955	Q9VR99
Q19769	Q9VRA0
O61745	Q9VRA1
O44669	Q9VRA4
Q7YZG1	Q9VRB3
G5EGF3	Q9VRB7
O44475	Q9VRC3
Q7Z152	Q9VRC5
Q20151	Q9VRC9
P41830	Q9VRD4
Q93934	Q9VRD6
Q9XUB2	Q9VRD7
Q9XTJ4	Q9VRE2
G5EF01	Q9VRE4
A0A8S4QCL7	Q9VRE7
Q18530	Q9VRE9
Q9N4Z2	Q9VRF3
Q20456	Q9VRG5
Q18078	Q9VRG6
B7WN96	Q9VRG7
Q9XTV6	Q9VRG8
Q8I4M5	Q9VRI1
Q95XN0	Q9VRI3
Q20678	Q9VRI6
Q56VY3	Q9VRI8
O01833	Q9VRJ2
Q9NAP8	Q9VRJ3
G5EBR7	Q9VRJ5
Q9N428	Q9VRJ6
O45830	Q9VRJ7
O18211	Q9VRJ8
Q20797	Q9VRJ9
G5ECW7	Q9VRK0
Q21915	Q9VRK1
Q9BPN5	Q9VRK8
C7IVR4	Q9VRK9
Q21549	Q9VRL0
G5EDC0	Q9VRL1
Q18967	Q9VRL2
G5ECV5	Q9VRL3
Q9NAD6	Q9VRL7
G5EDE1	Q9VRL8
O45451	Q9VRM3
Q23551	Q9VRM5
Q22379	Q9VRM6
Q18097	Q9VRM7
P90824	Q9VRN0
G5EGL7	Q9VRN3
G5ED35	Q9VRN5
Q9U2V1	Q9VRN6
Q22417	Q9VRP2
Q6BEW1	Q9VRP3
Q965U6	Q9VRP4
Q9NAG7	Q9VRP5
Q93321	Q9VRP9
Q9U243	Q9VRQ1
A0A2C9C357	Q9VRQ2
Q19818	Q9VRQ5
Q19452	Q9VRR2
O17966	Q9VRR4
Q9BL57	Q9VRS0
Q9U2S4	Q9VRS2
P24348	Q9VRS4
Q966H8	Q9VRS6
Q22851	Q9VRS8
A0A2K5ATQ8	Q9VRS9
O01780	Q9VRT2
Q9XX55	Q9VRT6
B5U8M5	Q9VRT7
P34664	Q9VRT8
Q21088	Q9VRT9
Q20357	Q9VRU2
O17245	Q9VRV1
G5EE66	Q9VRV4
O45713	Q9VRV5
G5EFE0	Q9VRV6
A0A061AIT4	Q9VRV7
P46873	Q9VRV9
Q8WQB3	Q9VRW1
G5ECF8	Q9VRW4
O16462	Q9VRW7
Q2AAC3	Q9VRW9
O01314	Q9VRX0
Q21933	Q9VRX1
Q23196	Q9VRX2
Q95PX0	Q9VRX7
Q9BI39	Q9VRY0
Q17776	Q9VRY3
Q27493	Q9VRY6
Q18316	Q9VRZ3
Q9N3J4	Q9VRZ6
Q9U3K5	Q9VRZ7
G5EBM1	Q9VS01
Q21994	Q9VS05
G5ED21	Q9VS07
G5EFW8	Q9VS12
O02655	Q9VS14
Q19063	Q9VS24
Q23403	Q9VS26
Q17573	Q9VS32
P91321	Q9VS33
Q9XVE9	Q9VS34
O61880	Q9VS36
Q9N338	Q9VS37
Q10013	Q9VS38
Q27516	Q9VS39
Q93548	Q9VS41
Q86D25	Q9VS45
Q17598	Q9VS46
Q9NAG2	Q9VS47
Q21380	Q9VS48
Q9XW93	Q9VS49
A0A5E4M3Q4	Q9VS50
G5EFA2	Q9VS51
Q8I4N3	Q9VS52
P34514	Q9VS55
Q21418	Q9VS57
G5EDR3	Q9VS59
P34440	Q9VS60
G5EG36	Q9VS67
Q10014	Q9VS76
O45419	Q9VS78
G5ECC0	Q9VS80
Q11190	Q9VS81
G5EGS3	Q9VS83
O17373	Q9VS84
Q09217	Q9VS85
Q18446	Q9VS86
Q09527	Q9VS89
G5ECR1	Q9VS91
Q9U1R5	Q9VS97
Q8MXS1	Q9VS98
Q20228	Q9VSA3
Q93730	Q9VSA4
F1LIM7	Q9VSA8
Q20201	Q9VSA9
Q94361	Q9VSB2
P91268	Q9VSB3
Q9XUU1	Q9VSB6
A0A131MD77	Q9VSB8
Q94312	Q9VSC1
Q09422	Q9VSC2
Q03570	Q9VSC4
Q20432	Q9VSC5
Q11096	Q9VSC6
Q19546	Q9VSD3
Q9XVT0	Q9VSD6
Q21272	Q9VSD7
Q21817	Q9VSE6
Q9TW65	Q9VSE8
Q21888	Q9VSF2
O01819	Q9VSF3
Q9XWN9	Q9VSF4
Q20724	Q9VSF5
O17895	Q9VSF9
Q95Y83	Q9VSG0
Q22388	Q9VSG1
Q23163	Q9VSG8
G1FC92	Q9VSG9
A0A4V0III5	Q9VSH1
O01804	Q9VSH3
Q20053	Q9VSH4
O45143	Q9VSH7
Q9XX00	Q9VSI1
Q27532	Q9VSI6
A0A5E4M3H3	Q9VSJ5
Q9NAE1	Q9VSJ8
Q11103	Q9VSK1
Q09495	Q9VSK6
Q4W5M1	Q9VSK8
O61235	Q9VSK9
Q19212	Q9VSL0
Q09250	Q9VSL1
Q9N4G9	Q9VSL2
Q10006	Q9VSL5
Q9XUE8	Q9VSL6
Q21012	Q9VSL7
O01871	Q9VSM1
Q21529	Q9VSM5
I6Z0I7	Q9VSM6
O45537	Q9VSM8
G5EEI8	Q9VSM9
P39055	Q9VSN2
Q9XWF9	Q9VSN3
Q09350	Q9VSN7
G5EEH2	Q9VSN9
G5EEX7	Q9VSP8
Q9XU81	Q9VSP9
O01853	Q9VSQ2
G5EEJ7	Q9VSQ3
Q9U2W8	Q9VSQ5
Q067Y2	Q9VSQ7
Q564Y3	Q9VSR3
G5EF48	Q9VSR5
Q95ZS1	Q9VSR7
Q2XN04	Q9VSS1
Q17832	Q9VSS2
Q21948	Q9VSS7
Q8WQG5	Q9VSS9
O62193	Q9VST0
Q9U5C0	Q9VST1
P48996	Q9VST2
Q9TXY4	Q9VST7
Q19953	Q9VST8
P48322	Q9VST9
O45864	Q9VSU7
G5EEZ3	Q9VSV1
Q4W528	Q9VSV2
U4PBF5	Q9VSW4
Q21024	Q9VSX2
G4XR36	Q9VSX7
G4SC46	Q9VSY0
H2KYV3	Q9VSY2
Q9XX98	Q9VSY4
B5U8N0	Q9VSY6
Q19366	Q9VSY8
D7SFI3	Q9VSY9
Q9TXI1	Q9VSZ0
O17757	Q9VSZ1
Q9XU04	Q9VSZ2
O02219	Q9VSZ3
Q09279	Q9VSZ5
P34269	Q9VSZ6
G5EDB9	Q9VT00
Q17514	Q9VT01
Q9N3V3	Q9VT04
Q9XX03	Q9VT15
G5EED4	Q9VT16
P34382	Q9VT19
Q93235	Q9VT28
O62271	Q9VT29
H2KYH3	Q9VT31
Q20865	Q9VT38
Q5FC44	Q9VT40
D6RYE4	Q9VT41
Q95ZI9	Q9VT44
G5EDS5	Q9VT51
Q21828	Q9VT57
A0A131MBV3	Q9VT59
G5ECM6	Q9VT61
C0Z3L6	Q9VT65
O18686	Q9VT66
Q9N587	Q9VT67
Q03563	Q9VT69
Q22207	Q9VT70
G5EF16	Q9VT73
P46554	Q9VT74
O18216	Q9VT75
O61216	Q9VT76
Q20878	Q9VT83
P34283	Q9VT87
Q18515	Q9VT88
Q17649	Q9VT91
C0HLB3	Q9VT94
Q8I7M7	Q9VTA1
P34422	Q9VTA5
Q95NM6	Q9VTA8
P91835	Q9VTB0
Q8WQB6	Q9VTB3
G5ECT7	Q9VTC1
Q19849	Q9VTC2
Q19991	Q9VTC4
Q03609	Q9VTC7
Q23523	Q9VTC8
F5GU90	Q9VTD2
G5EDJ0	Q9VTD3
D3YT31	Q9VTD4
O18118	Q9VTE0
O17581	Q9VTE2
Q9BI89	Q9VTE5
O62258	Q9VTE6
O76371	Q9VTE8
Q17778	Q9VTE9
Q8MNV1	Q9VTF5
O45766	Q9VTF9
A0A0S4XR68	Q9VTG0
O45667	Q9VTG7
O18041	Q9VTH0
O18173	Q9VTH1
Q9XXJ2	Q9VTH4
Q10667	Q9VTH5
Q19328	Q9VTH8
P53703	Q9VTH9
Q9N4F0	Q9VTI1
Q09559	Q9VTI3
Q9N4I1	Q9VTI6
O01598	Q9VTI8
O01870	Q9VTJ3
Q7Z137	Q9VTK6
Q09496	Q9VTL1
G5EEH5	Q9VTL6
P17331	Q9VTM0
Q10032	Q9VTM2
Q18156	Q9VTM4
A0A3P6P985	Q9VTN7
Q9U2A8	Q9VTP4
O76630	Q9VTP5
G5EFA9	Q9VTP8
Q7YTQ6	Q9VTQ1
Q9XW26	Q9VTQ9
Q11068	Q9VTR6
O62468	Q9VTR7
Q9XWD1	Q9VTS3
G5EDN6	Q9VTS4
P35129	Q9VTS6
Q9TZL9	Q9VTS7
Q20036	Q9VTT0
Q7YWU3	Q9VTT1
Q20305	Q9VTT2
G5ECY6	Q9VTT3
O17406	Q9VTT9
O17981	Q9VTU0
Q09601	Q9VTU3
Q23322	Q9VTU4
Q18069	Q9VTU8
Q03613	Q9VTU9
Q9GYN8	Q9VTV1
G5EBU5	Q9VTV7
Q9GYN3	Q9VTV9
Q9N575	Q9VTW1
H2KZR2	Q9VTW2
P28548	Q9VTW3
G5EGT6	Q9VTW5
F1LIM5	Q9VTW6
Q9XWP3	Q9VTW7
O76365	Q9VTX1
Q20344	Q9VTX2
Q18586	Q9VTX3
Q19739	Q9VTX5
Q20140	Q9VTX7
Q93930	Q9VTX8
G5EGR8	Q9VTY1
Q9BL54	Q9VTY4
G5EF39	Q9VTY6
Q10924	Q9VTY7
Q9N3Z3	Q9VTY8
Q09236	Q9VTZ0
O18154	Q9VTZ1
G3MU12	Q9VTZ2
Q17974	Q9VTZ4
A0A486WV52	Q9VTZ5
Q20695	Q9VTZ6
Q09646	Q9VTZ7
Q09651	Q9VU01
P34384	Q9VU02
Q09957	Q9VU08
Q9U3R5	Q9VU13
Q9XTB2	Q9VU15
P91013	Q9VU16
Q18934	Q9VU17
Q21319	Q9VU21
U4PER3	Q9VU24
P41935	Q9VU29
A4UVJ6	Q9VU34
G5EF32	Q9VU35
Q10926	Q9VU37
Q9XWM2	Q9VU39
Q9U3H4	Q9VU41
Q17426	Q9VU43
Q9XW80	Q9VU45
Q19275	Q9VU51
O16420	Q9VU53
O17152	Q9VU56
O02273	Q9VU58
Q5FC36	Q9VU59
Q9BKX7	Q9VU67
Q22550	Q9VU68
O76354	Q9VU70
P47207	Q9VU72
O44608	Q9VU77
Q09451	Q9VU83
Q23537	Q9VU84
Q9XTU3	Q9VU86
O16202	Q9VU87
G4SJU0	Q9VU88
P90747	Q9VU89
A0A3B1E3S9	Q9VU91
D6RYD9	Q9VU95
K8ERW1	Q9VU96
H2L033	Q9VUA0
Q18594	Q9VUA5
H2KZE3	Q9VUB0
O02053	Q9VUB1
Q968Y9	Q9VUB3
A0A4V6M3D2	Q9VUB4
O44956	Q9VUB5
Q19564	Q9VUB7
O17824	Q9VUB8
Q9XVF6	Q9VUC4
Q21177	Q9VUC6
Q5R3S7	Q9VUD1
P17330	Q9VUD3
Q9N3T3	Q9VUD8
A0A5S9MMK5	Q9VUE1
H2KYB0	Q9VUE5
G5EG61	Q9VUE8
P50464	Q9VUF8
Q9XU15	Q9VUG1
G5EDP2	Q9VUG4
O45948	Q9VUG5
H2KZA2	Q9VUG9
G4SLH0	Q9VUH6
Q9N2V5	Q9VUH7
Q22708	Q9VUH8
O62082	Q9VUH9
G5EF37	Q9VUI0
Q9XTG1	Q9VUI3
P91429	Q9VUI5
B2D6P1	Q9VUI8
Q22812	Q9VUJ0
O02158	Q9VUJ1
Q23236	Q9VUJ2
O16359	Q9VUJ8
Q9XTR1	Q9VUJ9
Q27539	Q9VUK0
O01759	Q9VUK1
Q9NAN2	Q9VUK7
Q19438	Q9VUK8
O01661	Q9VUK9
P41846	Q9VUL1
Q19749	Q9VUL2
Q9U2Y6	Q9VUL4
Q20682	Q9VUL6
Q9NAE4	Q9VUL8
A0A0K3AVF6	Q9VUM2
Q9XU84	Q9VUM3
A0A131MCZ8	Q9VUN0
Q09528	Q9VUN3
Q9NH52	Q9VUN8
Q20528	Q9VUP0
Q9TXR7	Q9VUP6
P52014	Q9VUQ5
O16573	Q9VUQ8
A1EHR5	Q9VUQ9
Q93649	Q9VUR0
G5EFV5	Q9VUR1
Q38G52	Q9VUR2
Q20173	Q9VUR3
S6EZK7	Q9VUR7
Q19873	Q9VUS0
Q19336	Q9VUT8
Q21182	Q9VUU1
Q9U1X6	Q9VUU3
P34599	Q9VUU5
Q17476	Q9VUU7
H2KYY0	Q9VUU8
O01502	Q9VUV3
Q18888	Q9VUV7
Q09321	Q9VUV8
Q19467	Q9VUV9
Q22880	Q9VUW2
G5EG05	Q9VUW4
U4PAQ6	Q9VUW9
G5EEV5	Q9VUX1
A0A168H505	Q9VUX2
H2L0B1	Q9VUX7
A8WFM5	Q9VUX8
Q9TXK1	Q9VUY0
O45197	Q9VUY1
Q95PZ6	Q9VUY2
O44548	Q9VUY6
Q9XU42	Q9VUY8
Q1ZXT7	Q9VUY9
P91253	Q9VUZ0
