Q09390	A0A087WUL8
Q93896	Q9BUY5
G5EE68	Q9BUZ4
Q9BPN6	Q9BV38
Q11088	Q9BV40
Q19788	Q9BV44
Q9XTW8	Q9BV47
A0A2C9C3I4	Q9BV68
O45418	Q9BV73
Q21623	Q9BV81
Q09602	Q9BV86
Q09220	Q9BV94
G5EG57	Q9BV97
Q09590	Q9BVA1
P17221	Q9BVC4
Q09440	Q9BVC6
H2KYX2	Q9BVG8
Q10032	Q9BVG9
Q9XTZ2	Q9BVI4
Q93560	Q9BVJ6
P34599	Q9BVJ7
P45965	Q9BVK2
O44518	Q9BVK6
Q93635	Q9BVK8
Q23552	Q9BVL2
G5EDD7	Q9BVN2
Q19842	Q9BVP2
B9ZSG9	Q9BVQ7
Q21355	Q9BVS4
Q9XX18	Q9BVS5
Q17624	Q9BVT8
Q18700	Q9BVV2
O01853	Q9BVX2
Q95QY1	Q9BW19
Q18594	Q9BW27
Q9UAV5	Q9BW61
Q19640	Q9BW66
P52010	Q9BW71
Q22437	Q9BW85
Q23120	Q9BW92
U4PM16	Q9BWC9
Q1ENI8	Q9BWE0
G5EGD5	Q9BWF2
P90994	Q9BWF3
W6RTE4	Q9BWG6
A4UVJ8	Q9BWH2
Q95XJ4	Q9BWH6
O45868	Q9BWJ5
Q19475	Q9BWL3
Q65CM0	Q9BWM7
B1V897	Q9BWS9
Q20519	Q9BWT7
J7SEY9	Q9BWU0
Q9XUF2	Q9BWU1
Q20806	Q9BWW4
O17889	Q9BX10
Q8I0Y8	Q9BX40
Q19660	Q9BX63
Q95QD9	Q9BX68
O44635	Q9BX70
Q17499	Q9BXB1
Q20100	Q9BXC9
A0A3P6PCS5	Q9BXF6
Q19953	Q9BXJ1
O44857	Q9BXJ2
Q9XUP8	Q9BXJ5
O02203	Q9BXJ8
P34656	Q9BXJ9
P91455	Q9BXK1
Q9U243	Q9BXK5
Q03563	Q9BXM7
Q17649	Q9BXN2
P34654	Q9BXP2
P91154	Q9BXP5
G5ECQ2	Q9BXS4
O45316	Q9BXS5
Q20652	Q9BXS6
Q22824	Q9BXS9
O01871	Q9BXW4
O01627	Q9BXW7
P46769	Q9BXW9
G5EEL0	Q9BXY0
Q23256	Q9BXY8
Q7YWW5	Q9BY14
Q21605	Q9BY32
O62281	Q9BY42
A0A168HB31	Q9BY43
Q18200	Q9BY44
Q95Q34	Q9BY50
O46023	Q9BY77
U4PCF3	Q9BY78
Q21902	Q9BY84
Q22170	Q9BY89
Q22472	Q9BYB0
Q20778	Q9BYC5
Q8MXU9	Q9BYC9
Q9U294	Q9BYD1
Q9XVD5	Q9BYD2
P91175	Q9BYD3
Q20107	Q9BYD6
P34885	Q9BYE2
Q03606	Q9BYE3
Q27535	Q9BYE7
Q8WQA8	Q9BYF1
G5EE41	Q9BYG3
Q9XU42	Q9BYG5
Q9N572	Q9BYJ1
Q22111	Q9BYJ9
G5EFX6	Q9BYM8
Q20523	Q9BYN8
Q9GYJ7	Q9BYP8
Q965L0	Q9BYQ0
G5ED98	Q9BYQ3
O62214	Q9BYQ4
Q9Y0V6	Q9BYQ6
O44195	Q9BYR2
O18152	Q9BYR3
Q22974	Q9BYR5
P91360	Q9BYR6
G5EG58	Q9BYR7
Q20707	Q9BYR8
Q9GUB8	Q9BYR9
Q22497	Q9BYS1
Q23330	Q9BYT8
N1NTN5	Q9BYU1
Q95ZJ1	Q9BYV2
Q19547	Q9BYV6
G5EEZ3	Q9BYV9
P34438	Q9BYW2
Q9GZE3	Q9BYX7
Q22670	Q9BYZ2
Q9N2W4	Q9BYZ6
P91124	Q9BZ11
Q9TXK1	Q9BZ29
Q9XWP7	Q9BZ76
Q18598	Q9BZ95
H2KY84	Q9BZB8
Q19864	Q9BZC7
P54073	Q9BZD4
C0Z3L6	Q9BZE0
P34601	Q9BZE1
O16259	Q9BZE4
D0VWM4	Q9BZE9
Q18476	Q9BZF1
F5GU78	Q9BZF3
O45950	Q9BZF9
Q21528	Q9BZG8
Q09651	Q9BZI7
Q21592	Q9BZJ0
P34305	Q9BZK7
P90993	Q9BZL1
Q9XUB4	Q9BZL3
P30625	Q9BZL6
Q9BL73	Q9BZM4
O44781	Q9BZQ6
O18089	Q9BZR8
G5ECJ6	Q9BZR9
Q6BET1	Q9BZS1
P46822	Q9BZV1
Q9XVX5	Q9BZW7
Q18853	Q9BZY9
O17862	Q9BZZ5
P34544	Q9C002
O18158	Q9C005
Q9NEZ8	Q9C009
Q93702	Q9C019
A3QMC6	Q9C026
Q22638	Q9C029
Q20488	Q9C030
U4PBZ5	Q9C035
O62137	Q9C086
Q95X85	Q9C0B1
O45351	Q9C0B7
O01442	Q9C0C2
O02101	Q9C0C4
Q9TYU9	Q9C0C7
P34334	Q9C0C9
G5ED35	Q9C0D3
Q21323	Q9C0E2
H2KZM6	Q9C0E8
Q9N3F1	Q9C0F0
G5EG47	Q9C0F1
O16246	Q9C0H2
Q9XVG8	Q9C0H5
Q86G92	Q9C0J8
Q65XX9	Q9C0K0
Q09979	Q9GZL7
G5EBR1	Q9GZM5
Q9GYH9	Q9GZM8
Q19835	Q9GZP9
Q2AAC3	Q9GZQ3
P19826	Q9GZQ8
G5EDF7	Q9GZR2
Q17930	Q9GZR5
Q965Q1	Q9GZR7
O61799	Q9GZS0
Q965N4	Q9GZS1
Q93619	Q9GZS3
G5EEH6	Q9GZT3
Q19752	Q9GZT8
Q95Q17	Q9GZU7
O18064	Q9GZU8
O01256	Q9GZV4
Q9N3D0	Q9GZV7
G5EE97	Q9GZV8
O17851	Q9GZY0
Q21882	Q9GZY8
Q19691	Q9GZZ1
Q9NAM7	Q9GZZ8
Q22323	Q9GZZ9
Q93571	Q9H000
Q19088	Q9H015
A0A0K3AR92	Q9H019
P49181	Q9H040
G5EDT2	Q9H061
G5EGR8	Q9H074
Q11190	Q9H078
Q18096	Q9H079
Q19307	Q9H081
O18188	Q9H089
Q9XWS3	Q9H0A0
G5EDM9	Q9H0A8
Q7YWT5	Q9H0A9
O76652	Q9H0B3
G5EGE9	Q9H0B6
Q5FC44	Q9H0C1
Q9NAC0	Q9H0C2
Q8MYQ0	Q9H0C5
Q9U234	Q9H0C8
Q967F4	Q9H0D6
Q9XWT3	Q9H0E2
G5EG53	Q9H0E9
A8WFJ9	Q9H0F5
Q95V25	Q9H0F6
P34663	Q9H0G5
Q9XTQ6	Q9H0H0
Q9BLB6	Q9H0H5
G5EEI4	Q9H0I2
G5ECD6	Q9H0K1
O45021	Q9H0L4
Q20275	Q9H0M0
P34325	Q9H0P0
O01864	Q9H0Q3
Q09973	Q9H0R3
O45595	Q9H0R6
Q09630	Q9H0R8
Q22918	Q9H0S4
Q21210	Q9H0U3
Q20759	Q9H0U4
Q95Y27	Q9H0U6
G2HK16	Q9H0U9
O17568	Q9H0V9
P51404	Q9H0W5
O16537	Q9H0W8
O01702	Q9H0X4
P34592	Q9H0X6
Q95011	Q9H106
H2KYU5	Q9H112
O61667	Q9H114
Q93557	Q9H115
Q19527	Q9H116
Q20952	Q9H147
Q9TYM3	Q9H165
O17229	Q9H173
Q9U7D5	Q9H190
A0A4V0IKG7	Q9H1A3
Q9XVS1	Q9H1A4
G5EBL4	Q9H1B5
O02115	Q9H1C4
O16638	Q9H1D9
Q22630	Q9H1E1
G5EEV2	Q9H1E3
Q19610	Q9H1E5
P52057	Q9H1I8
Q93345	Q9H1R3
Q21065	Q9H1X3
Q9XVQ1	Q9H1Y0
Q22797	Q9H1Z9
H2KYL7	Q9H201
Q17525	Q9H204
Q19292	Q9H211
G5EEM1	Q9H223
O45256	Q9H244
Q22695	Q9H251
G5EF83	Q9H257
P90823	Q9H267
O45303	Q9H269
Q19554	Q9H270
Q22660	Q9H2A7
Q9BL57	Q9H2A9
P91002	Q9H2B4
O01488	Q9H2C0
G5ED04	Q9H2C2
E0AHB4	Q9H2D6
V6CIR3	Q9H2F3
P90781	Q9H2G2
Q18217	Q9H2G4
Q21999	Q9H2G9
G5ECA0	Q9H2H8
O62517	Q9H2H9
O01615	Q9H2J4
A0A0K3AQP8	Q9H2J7
P91151	Q9H2K0
Q4TTC2	Q9H2K2
Q09268	Q9H2L4
P30646	Q9H2M9
Q09444	Q9H2P0
Q19584	Q9H2R5
Q22101	Q9H2U1
O45830	Q9H2U2
Q20281	Q9H2V7
Q22550	Q9H2W6
G5EBW5	Q9H2X0
P35799	Q9H2X6
Q21281	Q9H2Y7
O45934	Q9H307
Q18964	Q9H313
Q23420	Q9H329
Q09294	Q9H334
Q9U3T4	Q9H361
Q9TZA6	Q9H3D4
P91341	Q9H3F6
Q93830	Q9H3G5
Q9TYJ7	Q9H3K2
Q21754	Q9H3K6
S6F527	Q9H3M7
Q20898	Q9H3N1
O01963	Q9H3P2
Q9N2W5	Q9H3P7
Q20432	Q9H3Q1
Q19123	Q9H3R0
Q9U1R0	Q9H3R5
Q22212	Q9H3S7
Q09438	Q9H3U1
A0A7R9SW82	Q9H3Z4
A8WFJ8	Q9H400
Q2XMY7	Q9H410
Q19203	Q9H444
Q18586	Q9H490
D6VPA1	Q9H492
A0A168H2Z9	Q9H496
H2KYI2	Q9H497
A0A8S4QGS8	Q9H4A3
Q93319	Q9H4A5
Q9U2G4	Q9H4A6
Q9XTS3	Q9H4A9
Q20977	Q9H4B6
P91515	Q9H4B7
Q9TZN2	Q9H4E5
Q09285	Q9H4F8
Q27532	Q9H4G0
Q9N4U4	Q9H4G1
H2L0C9	Q9H4H8
Q2EEM8	Q9H4I3
G5EBU4	Q9H4K7
Q8WQA4	Q9H4L4
Q9TXQ8	Q9H4L5
Q20311	Q9H4L7
P90916	Q9H4M7
O01961	Q9H4M9
Q20173	Q9H4P4
Q18788	Q9H4S2
Q21481	Q9H501
Q9XWV0	Q9H582
Q22869	Q9H583
Q23493	Q9H596
O18199	Q9H5H4
O16208	Q9H5I1
Q95XJ1	Q9H5J0
O45006	Q9H5J8
B7WN72	Q9H5K3
Q17560	Q9H5N1
Q23679	Q9H5Q4
Q9N3H0	Q9H5V7
G5EE04	Q9H5X1
Q22237	Q9H5Z6
O76413	Q9H668
O45593	Q9H672
A0A486WX65	Q9H6A9
O02168	Q9H6D7
P34539	Q9H6F5
O76630	Q9H6H4
Q18026	Q9H6L2
Q20736	Q9H6L4
Q9GZI7	Q9H6R4
Q22524	Q9H6R6
Q11183	Q9H6R7
O17894	Q9H6S0
Q23566	Q9H6S3
O62481	Q9H6T0
P34514	Q9H6T3
O01580	Q9H6U6
Q23174	Q9H6U8
O76554	Q9H6X2
O62197	Q9H6Y2
Q20997	Q9H6Y7
Q9U228	Q9H6Z4
Q18688	Q9H6Z9
P37209	Q9H773
H2L2B3	Q9H788
Q18590	Q9H792
Q22910	Q9H7B2
O02075	Q9H7B4
P34670	Q9H7C4
G5EEL9	Q9H7D0
O44761	Q9H7D7
Q9BIC3	Q9H7E9
G5ED70	Q9H7F0
P54816	Q9H7H0
Q19207	Q9H7L9
Q18234	Q9H7N4
H2KYV1	Q9H7S9
Q2A949	Q9H7X3
Q9N3J4	Q9H7Z6
Q19536	Q9H7Z7
J7SA57	Q9H813
Q10901	Q9H814
O62189	Q9H819
O62144	Q9H832
Q10579	Q9H840
P49029	Q9H845
C0VXV6	Q9H857
Q9XWN6	Q9H871
O16424	Q9H8E8
G5EDQ5	Q9H8H0
Q09508	Q9H8H2
Q21017	Q9H8J5
Q9XWS6	Q9H8K7
O44139	Q9H8M2
Q9NA72	Q9H8S9
G5ECQ3	Q9H8T0
Q23045	Q9H8V3
P90980	Q9H8W4
Q9XTV6	Q9H8X2
P22981	Q9H8Y8
O02268	Q9H936
W6RTA4	Q9H944
Q9U308	Q9H967
Q22596	Q9H977
P34399	Q9H992
Q9TZI1	Q9H993
P34675	Q9H9A5
Q9N4Z0	Q9H9A6
Q22961	Q9H9B1
Q8ITY4	Q9H9B4
G5EE09	Q9H9D4
Q22666	Q9H9E3
Q9NAR1	Q9H9F9
Q22574	Q9H9G7
G4XR36	Q9H9H4
Q20230	Q9H9J2
A3FPJ2	Q9H9J4
A0A0M7RF51	Q9H9L4
O16677	Q9H9P5
A0A061ACQ8	Q9H9P8
P41877	Q9H9Q2
Q18973	Q9H9S0
Q21603	Q9H9T3
Q21287	Q9H9V9
Q9XW18	Q9H9Y6
Q18624	Q9H9Z2
P90820	Q9HA82
Q03574	Q9HA92
Q22166	Q9HAF1
Q20551	Q9HAH7
O76373	Q9HAK2
Q8I4C9	Q9HAN9
Q22313	Q9HAQ2
P34693	Q9HAS0
O17196	Q9HAT0
P34465	Q9HAT2
Q9Y194	Q9HAU0
Q93459	Q9HAU4
P34482	Q9HAU5
Q8ITY8	Q9HAV0
Q20956	Q9HAV4
G5EC87	Q9HAV7
Q93701	Q9HAW4
Q19986	Q9HAW7
Q23494	Q9HAZ2
Q21504	Q9HB07
Q21175	Q9HB19
Q19319	Q9HB40
Q564Q1	Q9HB58
H2KY90	Q9HB71
P34662	Q9HBD1
P91240	Q9HBE1
P34631	Q9HBF4
Q9U2R0	Q9HBG6
P41848	Q9HBH0
Q9NAG2	Q9HBH1
H2KY55	Q9HBH7
Q9N4L6	Q9HBI0
Q20992	Q9HBL8
O45367	Q9HBM0
Q95XL0	Q9HBM1
O01759	Q9HBM6
F5GU49	Q9HBR0
H2KZQ6	Q9HBV2
I2HAA0	Q9HBW0
Q27218	Q9HBX9
Q93717	Q9HBZ2
Q9XVZ9	Q9HC07
O16515	Q9HC21
Q95XK0	Q9HC29
Q9BKP8	Q9HC35
Q86B36	Q9HC36
O44624	Q9HC38
Q27476	Q9HC44
Q21285	Q9HC52
P34500	Q9HC62
G5EFH1	Q9HC73
G4S460	Q9HC97
Q21073	Q9HC98
O44897	Q9HCC0
Q9BKZ9	Q9HCD5
O18230	Q9HCD6
P27639	Q9HCE1
Q9U2A8	Q9HCE5
Q19748	Q9HCE6
H8W3Y3	Q9HCE7
O45962	Q9HCG8
G5EBN9	Q9HCH0
E4MYG2	Q9HCJ2
P54137	Q9HCK5
Q9NAC5	Q9HCK8
G5EFL0	Q9HCM3
P34808	Q9HCM4
Q9XV95	Q9HCM9
G5EC63	Q9HCN4
Q19289	Q9HCN8
Q7JP64	Q9HCQ5
O61709	Q9HCS4
Q9NEU5	Q9HCS7
Q11069	Q9HCU4
Q9XVY7	Q9HCU5
O44150	Q9HCU9
O01506	Q9HCY8
Q8WQC0	Q9HD20
Q9U348	Q9HD23
O01820	Q9HD26
Q23360	Q9HD33
Q21088	Q9HD42
Q18945	Q9HD43
P34333	Q9HD45
Q9N5H6	Q9HD64
H2L025	Q9HD67
O62505	Q9HDC5
O45546	Q9HDC9
Q9N592	Q9NNW5
Q9GYM2	Q9NNW7
Q9NAQ9	Q9NNX1
Q9XXL8	Q9NP31
G5EE65	Q9NP50
Q19232	Q9NP55
P34304	Q9NP58
P34664	Q9NP64
Q09410	Q9NP66
B7FAS0	Q9NP72
Q8I4N4	Q9NP73
F5GU90	Q9NP77
P34418	Q9NP79
Q10941	Q9NP81
Q22800	Q9NP91
O62325	Q9NP92
Q9TXI9	Q9NP94
B7WNA5	Q9NP97
O16420	Q9NP98
H2KZ29	Q9NPA0
P91522	Q9NPA1
O45690	Q9NPA3
Q09514	Q9NPA8
Q7YTQ6	Q9NPB3
Q9U3Q6	Q9NPB6
Q19983	Q9NPC1
Q8MXI1	Q9NPD3
Q18169	Q9NPD8
Q22061	Q9NPE2
G5ED80	Q9NPE3
Q18709	Q9NPF0
G5ECV9	Q9NPF4
Q8I7G4	Q9NPF5
Q23009	Q9NPG2
Q9N428	Q9NPG3
G5EE32	Q9NPH2
Q18036	Q9NPI1
Q9XW67	Q9NPI6
P47209	Q9NPJ6
P34413	Q9NPL8
Q23665	Q9NPQ8
Q9XUH7	Q9NQ11
Q9GUG4	Q9NQ29
Q9N4C3	Q9NQ34
G3MU50	Q9NQ39
O45536	Q9NQ48
Q19063	Q9NQ50
Q20201	Q9NQ55
Q10580	Q9NQ84
G4SC46	Q9NQ88
Q9U3T5	Q9NQ92
Q01608	Q9NQB0
Q09530	Q9NQC3
P48152	Q9NQC7
Q21517	Q9NQE7
P98080	Q9NQG5
Q9N2T6	Q9NQH7
O01546	Q9NQL9
Q17573	Q9NQP4
Q21006	Q9NQQ7
Q965M5	Q9NQR1
G5EDN6	Q9NQR4
G5EDD4	Q9NQS3
E9P8A2	Q9NQT4
O02334	Q9NQT5
Q21962	Q9NQT8
Q9N5N4	Q9NQU5
Q20135	Q9NQV6
Q22227	Q9NQW6
Q09635	Q9NQW7
Q8WQF7	Q9NQX0
Q9XX17	Q9NQX1
Q94010	Q9NQX3
P91133	Q9NQX4
Q9XVH3	Q9NQX5
B3WFY7	Q9NQX6
Q93346	Q9NQX7
P34648	Q9NQZ2
Q95QH1	Q9NQZ7
Q9U2E4	Q9NQZ8
Q21342	Q9NR09
Q9U1W8	Q9NR12
P91998	Q9NR22
A5JYW2	Q9NR28
Q9XVE9	Q9NR30
Q9N3P6	Q9NR31
Q20046	Q9NR45
Q20616	Q9NR46
Q93204	Q9NR50
O44887	Q9NR55
H2L0S3	Q9NR56
Q8MNU7	Q9NR77
Q8T5S1	Q9NR80
O18213	Q9NR96
J7RNK2	Q9NRA8
Q93726	Q9NRB3
O45946	Q9NRC8
G5EDU4	Q9NRD1
Q22019	Q9NRD5
Q22388	Q9NRF8
Q9XVH4	Q9NRF9
P91834	Q9NRG0
Q21871	Q9NRG4
P34388	Q9NRG9
P34604	Q9NRI5
Q9U1V2	Q9NRK6
P91056	Q9NRL2
G5ED95	Q9NRL3
G5EFP1	Q9NRM7
G5ECQ8	Q9NRN7
P91268	Q9NRQ2
Q9BLC2	Q9NRQ5
Q22917	Q9NRR4
Q18211	Q9NRR5
Q22949	Q9NRR6
Q20060	Q9NRS4
Q9U231	Q9NRU3
O18167	Q9NRW1
Q95Y28	Q9NRW3
Q9XWT5	Q9NRW4
Q8IAA6	Q9NRW7
O62277	Q9NRX1
Q09974	Q9NRX2
Q20561	Q9NRX5
G5EGS1	Q9NRY4
Q23629	Q9NRY5
A0A0M7RDW0	Q9NRZ5
O16381	Q9NRZ7
Q7JKI3	Q9NRZ9
Q23534	Q9NS00
Q23196	Q9NS23
Q95Q00	Q9NS56
P17511	Q9NS64
Q17658	Q9NS66
O17527	Q9NS68
P53489	Q9NS69
A0A061ACU6	Q9NS73
O62255	Q9NS86
O18098	Q9NS87
P34697	Q9NS91
A4UVJ7	Q9NSC2
Q21827	Q9NSC5
Q9NAH3	Q9NSD9
Q9NEY7	Q9NSE4
O16331	Q9NSG2
Q9TW65	Q9NSI2
Q19185	Q9NSK0
P34431	Q9NSP4
K8ESM2	Q9NSU2
A0A1C3NSH3	Q9NSV4
Q95XG6	Q9NSY0
Q22140	Q9NSY1
A0A164D3G3	Q9NT22
U4PBX8	Q9NT62
P34254	Q9NTG7
Q9N300	Q9NTI5
Q19052	Q9NTJ3
Q27433	Q9NTJ5
Q27873	Q9NTK5
Q9XUT9	Q9NTN9
Q19469	Q9NTU7
Q20277	Q9NTX5
A0A3P6PCW4	Q9NTX7
Q9NAP8	Q9NTZ6
O44501	Q9NU19
Q22307	Q9NU22
O44513	Q9NU53
Q95QR6	Q9NUD5
Q9XUB9	Q9NUE0
O17040	Q9NUG6
Q9N4B8	Q9NUH8
P46500	Q9NUI1
Q93329	Q9NUJ1
Q9U1Z9	Q9NUJ3
O17004	Q9NUL3
A6PVA5	Q9NUL5
O44951	Q9NUL7
G5EBV8	Q9NUM3
K8ESJ1	Q9NUM4
O17038	Q9NUP9
Q09957	Q9NUQ2
Q9U2Y4	Q9NUQ3
Q9XV44	Q9NUQ6
O17728	Q9NUQ7
Q95PZ6	Q9NUQ8
U4PBF5	Q9NUQ9
B2FD95	Q9NUT2
P50581	Q9NUU7
Q8IG69	Q9NUX5
Q9XTI0	Q9NV06
O02111	Q9NV12
U4PCM1	Q9NV56
Q19452	Q9NV64
Q95Q08	Q9NV66
O02641	Q9NV70
P90771	Q9NV88
Q95Y12	Q9NV92
O01991	Q9NV96
Q9UAX0	Q9NVA1
O16887	Q9NVA2
Q9U3H4	Q9NVC3
Q22018	Q9NVC6
Q20282	Q9NVD7
Q18369	Q9NVE7
Q965Q8	Q9NVF7
Q95XJ0	Q9NVH1
O76615	Q9NVH2
Q22613	Q9NVH6
G5EGU9	Q9NVI1
Q95PZ1	Q9NVI7
Q09990	Q9NVJ2
Q18674	Q9NVK5
B2D6L9	Q9NVM1
Q9U2F1	Q9NVM6
Q20404	Q9NVM9
Q27355	Q9NVN8
Q9XUE5	Q9NVP1
Q95XY4	Q9NVP2
Q20727	Q9NVR0
O76642	Q9NVR5
P22980	Q9NVS2
Q9XXN6	Q9NVT9
Q22013	Q9NVU0
O16218	Q9NVU7
P91185	Q9NVV4
G5EEH5	Q9NVV5
Q21738	Q9NVV9
Q6BER6	Q9NVW2
Q9GYK4	Q9NVX0
G5EFJ8	Q9NVX2
Q19823	Q9NVX7
O45408	Q9NW08
G5EC10	Q9NW13
A0A4V0IL95	Q9NW38
G5EEK8	Q9NW64
Q20382	Q9NW97
O18170	Q9NWA0
Q95XX1	Q9NWB1
Q22078	Q9NWB6
Q8MQ99	Q9NWB7
G5EF05	Q9NWD8
Q9XTU8	Q9NWH2
O17245	Q9NWH9
O01526	Q9NWK9
Q19734	Q9NWM0
Q21459	Q9NWM3
G5EED4	Q9NWM8
Q95NU5	Q9NWN3
I2HA90	Q9NWQ4
O62060	Q9NWQ8
Q9U2G5	Q9NWQ9
Q966C6	Q9NWS0
B7WN91	Q9NWS8
O18286	Q9NWS9
Q9U2I0	Q9NWT1
Q93654	Q9NWT6
A0A5K1I7Y9	Q9NWT8
G5EEC4	Q9NWU2
H9G2T3	Q9NWU5
Q23662	Q9NWV8
Q9N2V2	Q9NWW5
P90917	Q9NWX5
O76836	Q9NWZ5
H2KY86	Q9NX00
Q09454	Q9NX04
A0A0K3AS53	Q9NX08
G5EFW8	Q9NX14
Q19496	Q9NX20
P91340	Q9NX24
Q93367	Q9NX40
Q21697	Q9NX47
Q95XU6	Q9NX55
Q17795	Q9NX58
P34326	Q9NX61
Q23393	Q9NX62
Q19825	Q9NX63
Q17776	Q9NX65
O45405	Q9NX70
Q23319	Q9NX76
P30639	Q9NXA8
O16655	Q9NXB0
Q9U1S8	Q9NXC5
Q10030	Q9NXE4
Q23079	Q9NXF1
Q9XWI2	Q9NXF7
Q23522	Q9NXG2
Q17798	Q9NXK8
Q10651	Q9NXR1
Q5TYK5	Q9NXR7
P32743	Q9NXR8
Q23683	Q9NXS2
Q9BL76	Q9NXU5
G5EC40	Q9NXV2
Q8MQ17	Q9NXV6
P90879	Q9NXW2
P91482	Q9NY12
G5EC57	Q9NY27
Q21115	Q9NY35
G5EEN8	Q9NY47
G5EGN3	Q9NY61
A0A0K3AUU0	Q9NY64
Q9NA99	Q9NY65
Q22178	Q9NY72
Q94124	Q9NY93
O17586	Q9NY97
Q09504	Q9NYA3
O61660	Q9NYA4
P34509	Q9NYB0
P55216	Q9NYB9
Q9U2Y6	Q9NYF3
Q20223	Q9NYF8
Q20643	Q9NYG5
Q9XTW9	Q9NYH9
Q9N5S7	Q9NYJ8
Q21551	Q9NYK5
Q9GRZ2	Q9NYL2
O62431	Q9NYL9
P34595	Q9NYP7
A8WFK3	Q9NYP9
Q21133	Q9NYQ6
Q8WQE8	Q9NYU1
P91252	Q9NYU2
G5ECE7	Q9NYV4
Q18271	Q9NYW8
Q8MPS4	Q9NYY3
O02327	Q9NYY8
Q19421	Q9NYZ3
Q20712	Q9NZ01
Q23027	Q9NZ08
Q9NAC1	Q9NZ32
G5EEA1	Q9NZ42
H1UBJ9	Q9NZ43
Q9N337	Q9NZ45
P90908	Q9NZ52
O17570	Q9NZ63
A4UVJ6	Q9NZ71
Q20379	Q9NZ81
Q21875	Q9NZ94
O01422	Q9NZB2
P11141	Q9NZC7
O76717	Q9NZD1
A0A8S4QBN9	Q9NZD8
A0A4V0IJT2	Q9NZE8
Q23022	Q9NZG7
Q23205	Q9NZH0
Q95YD1	Q9NZI7
Q23588	Q9NZI8
O02040	Q9NZJ0
P91423	Q9NZJ5
Q17558	Q9NZJ7
Q23084	Q9NZL4
Q22757	Q9NZL9
A0A4V0IKJ4	Q9NZM1
Q9U1Q3	Q9NZM3
Q9XUP4	Q9NZM5
Q9TYS7	Q9NZN4
Q7YTL0	Q9NZN5
Q09424	Q9NZN8
G5EEG1	Q9NZQ3
O61924	Q9NZQ7
O62225	Q9NZR1
A0A0K3AUT5	Q9NZR2
P91917	Q9NZT1
Q19959	Q9NZV5
Q95QD7	Q9NZV7
Q18471	Q9NZZ3
Q7JP54	Q9P013
O01814	Q9P015
Q9N5L9	Q9P031
U4PBN2	Q9P032
Q22100	Q9P035
O45625	Q9P086
O16946	Q9P0B6
A0A1T5HUK8	Q9P0I2
P91136	Q9P0J0
Q21625	Q9P0J1
B2D6P4	Q9P0J7
O45952	Q9P0K7
Q23012	Q9P0K8
Q9NES7	Q9P0L0
P91013	Q9P0L2
Q18265	Q9P0M6
Q8T3G2	Q9P0M9
Q9N3V9	Q9P0N8
Q19220	Q9P0N9
Q9XTG1	Q9P0P0
O16359	Q9P0S3
Q21705	Q9P0S9
O61771	Q9P0T4
Q93203	Q9P0T7
G5EDJ6	Q9P0U3
Q9U2W8	Q9P0U4
A0A486WXA9	Q9P0V3
Q19216	Q9P0V9
G5EES6	Q9P0W2
Q09481	Q9P127
Q21180	Q9P1A2
Q20588	Q9P1U0
H2KZ22	Q9P1U1
G5EBX0	Q9P1Y5
G5EFI8	Q9P1Z2
Q9TYQ2	Q9P206
Q9XX10	Q9P209
Q09452	Q9P227
G5EG31	Q9P244
Q18838	Q9P246
Q9U364	Q9P253
Q09253	Q9P258
Q20724	Q9P267
Q86MP3	Q9P270
Q94215	Q9P273
Q9BL33	Q9P275
Q9NAG4	Q9P286
Q23270	Q9P287
Q94246	Q9P289
Q19769	Q9P296
G5ED58	Q9P2A4
O45100	Q9P2B2
Q9XUJ5	Q9P2B4
Q19022	Q9P2D0
O01737	Q9P2D1
Q18031	Q9P2E3
O76670	Q9P2E5
Q9XWU9	Q9P2E7
Q9XVL8	Q9P2E8
Q9N585	Q9P2E9
P34888	Q9P2F8
O17702	Q9P2G3
O01879	Q9P2G9
Q6BET5	Q9P2H0
H2KY91	Q9P2I0
P90953	Q9P2J3
P18947	Q9P2J5
Q9BLA0	Q9P2K2
Q7JKC3	Q9P2K3
Q9XXK9	Q9P2K5
Q93238	Q9P2K6
Q20840	Q9P2K8
G5EBG4	Q9P2M7
Q22056	Q9P2N5
P51485	Q9P2N6
P91250	Q9P2N7
Q18668	Q9P2P5
G5EDI8	Q9P2R3
P20268	Q9P2R6
Q20327	Q9P2R7
Q86S44	Q9P2S5
A0A4V0ILP0	Q9P2W9
K8ESG0	Q9P2Y4
G2HK05	Q9UBB4
Q9N5A0	Q9UBB5
Q17574	Q9UBB6
Q17850	Q9UBB9
A0A486WWJ9	Q9UBC1
O44992	Q9UBC2
Q20317	Q9UBC3
O45709	Q9UBD5
Q22037	Q9UBE0
Q95ZL3	Q9UBE8
Q19465	Q9UBF1
H2KYW5	Q9UBF2
Q9XVE6	Q9UBF6
G5EF57	Q9UBG0
Q3V5I7	Q9UBG3
P91125	Q9UBH0
Q9XVS3	Q9UBH6
F5GUF4	Q9UBI1
B1GRK6	Q9UBI6
G5EBM1	Q9UBK5
O45060	Q9UBK9
Q9BL58	Q9UBL3
Q09495	Q9UBL6
Q21425	Q9UBL9
P90991	Q9UBM1
Q9XTQ7	Q9UBM7
O17594	Q9UBN1
Q19969	Q9UBN7
G5ECM4	Q9UBP0
Q8I7F8	Q9UBP4
Q95QL3	Q9UBQ0
O02106	Q9UBQ5
